areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate
nation,Scotland,S92000003,2020-07-21,19,18520
nation,Scotland,S92000003,2020-07-20,13,18501
nation,Scotland,S92000003,2020-07-19,17,18488
nation,Scotland,S92000003,2020-07-18,13,18471
nation,Scotland,S92000003,2020-07-17,8,18458
nation,Scotland,S92000003,2020-07-16,21,18450
nation,Scotland,S92000003,2020-07-15,16,18429
nation,Scotland,S92000003,2020-07-14,10,18413
nation,Scotland,S92000003,2020-07-13,18,18403
nation,Scotland,S92000003,2020-07-12,2,18385
nation,Scotland,S92000003,2020-07-11,9,18383
nation,Scotland,S92000003,2020-07-10,12,18374
nation,Scotland,S92000003,2020-07-09,8,18362
nation,Scotland,S92000003,2020-07-08,10,18354
nation,Scotland,S92000003,2020-07-07,11,18344
nation,Scotland,S92000003,2020-07-06,8,18333
nation,Scotland,S92000003,2020-07-05,2,18325
nation,Scotland,S92000003,2020-07-04,5,18323
nation,Scotland,S92000003,2020-07-03,6,18318
nation,Scotland,S92000003,2020-07-02,13,18312
nation,Scotland,S92000003,2020-07-01,11,18299
nation,Scotland,S92000003,2020-06-30,8,18288
nation,Scotland,S92000003,2020-06-29,14,18280
nation,Scotland,S92000003,2020-06-28,3,18266
nation,Scotland,S92000003,2020-06-27,4,18263
nation,Scotland,S92000003,2020-06-26,6,18259
nation,Scotland,S92000003,2020-06-25,19,18253
nation,Scotland,S92000003,2020-06-24,8,18234
nation,Scotland,S92000003,2020-06-23,20,18226
nation,Scotland,S92000003,2020-06-22,10,18206
nation,Scotland,S92000003,2020-06-21,9,18196
nation,Scotland,S92000003,2020-06-20,6,18187
nation,Scotland,S92000003,2020-06-19,24,18181
nation,Scotland,S92000003,2020-06-18,14,18157
nation,Scotland,S92000003,2020-06-17,33,18143
nation,Scotland,S92000003,2020-06-16,17,18110
nation,Scotland,S92000003,2020-06-15,21,18093
nation,Scotland,S92000003,2020-06-14,13,18072
nation,Scotland,S92000003,2020-06-13,22,18059
nation,Scotland,S92000003,2020-06-12,30,18037
nation,Scotland,S92000003,2020-06-11,21,18007
nation,Scotland,S92000003,2020-06-10,29,17986
nation,Scotland,S92000003,2020-06-09,27,17957
nation,Scotland,S92000003,2020-06-08,18,17930
nation,Scotland,S92000003,2020-06-07,17,17912
nation,Scotland,S92000003,2020-06-06,22,17895
nation,Scotland,S92000003,2020-06-05,24,17873
nation,Scotland,S92000003,2020-06-04,35,17849
nation,Scotland,S92000003,2020-06-03,34,17814
nation,Scotland,S92000003,2020-06-02,46,17780
nation,Scotland,S92000003,2020-06-01,38,17734
nation,Scotland,S92000003,2020-05-31,23,17696
nation,Scotland,S92000003,2020-05-30,40,17673
nation,Scotland,S92000003,2020-05-29,30,17633
nation,Scotland,S92000003,2020-05-28,55,17603
nation,Scotland,S92000003,2020-05-27,66,17548
nation,Scotland,S92000003,2020-05-26,478,17482
nation,Scotland,S92000003,2020-05-25,96,17004
nation,Scotland,S92000003,2020-05-24,53,16908
nation,Scotland,S92000003,2020-05-23,50,16855
nation,Scotland,S92000003,2020-05-22,91,16805
nation,Scotland,S92000003,2020-05-21,111,16714
nation,Scotland,S92000003,2020-05-20,121,16603
nation,Scotland,S92000003,2020-05-19,182,16482
nation,Scotland,S92000003,2020-05-18,141,16300
nation,Scotland,S92000003,2020-05-17,93,16159
nation,Scotland,S92000003,2020-05-16,103,16066
nation,Scotland,S92000003,2020-05-15,151,15963
nation,Scotland,S92000003,2020-05-14,211,15812
nation,Scotland,S92000003,2020-05-13,198,15601
nation,Scotland,S92000003,2020-05-12,231,15403
nation,Scotland,S92000003,2020-05-11,264,15172
nation,Scotland,S92000003,2020-05-10,153,14908
nation,Scotland,S92000003,2020-05-09,180,14755
nation,Scotland,S92000003,2020-05-08,257,14575
nation,Scotland,S92000003,2020-05-07,297,14318
nation,Scotland,S92000003,2020-05-06,307,14021
nation,Scotland,S92000003,2020-05-05,288,13714
nation,Scotland,S92000003,2020-05-04,333,13426
nation,Scotland,S92000003,2020-05-03,197,13093
nation,Scotland,S92000003,2020-05-02,222,12896
nation,Scotland,S92000003,2020-05-01,375,12674
nation,Scotland,S92000003,2020-04-30,337,12299
nation,Scotland,S92000003,2020-04-29,431,11962
nation,Scotland,S92000003,2020-04-28,383,11531
nation,Scotland,S92000003,2020-04-27,434,11148
nation,Scotland,S92000003,2020-04-26,171,10714
nation,Scotland,S92000003,2020-04-25,184,10543
nation,Scotland,S92000003,2020-04-24,306,10359
nation,Scotland,S92000003,2020-04-23,313,10053
nation,Scotland,S92000003,2020-04-22,340,9740
nation,Scotland,S92000003,2020-04-21,400,9400
nation,Scotland,S92000003,2020-04-20,348,9000
nation,Scotland,S92000003,2020-04-19,159,8652
nation,Scotland,S92000003,2020-04-18,264,8493
nation,Scotland,S92000003,2020-04-17,394,8229
nation,Scotland,S92000003,2020-04-16,428,7835
nation,Scotland,S92000003,2020-04-15,331,7407
nation,Scotland,S92000003,2020-04-14,346,7076
nation,Scotland,S92000003,2020-04-13,359,6730
nation,Scotland,S92000003,2020-04-12,220,6371
nation,Scotland,S92000003,2020-04-11,182,6151
nation,Scotland,S92000003,2020-04-10,329,5969
nation,Scotland,S92000003,2020-04-09,304,5640
nation,Scotland,S92000003,2020-04-08,343,5336
nation,Scotland,S92000003,2020-04-07,351,4993
nation,Scotland,S92000003,2020-04-06,404,4642
nation,Scotland,S92000003,2020-04-05,225,4238
nation,Scotland,S92000003,2020-04-04,260,4013
nation,Scotland,S92000003,2020-04-03,381,3753
nation,Scotland,S92000003,2020-04-02,355,3372
nation,Scotland,S92000003,2020-04-01,385,3017
nation,Scotland,S92000003,2020-03-31,341,2632
nation,Scotland,S92000003,2020-03-30,317,2291
nation,Scotland,S92000003,2020-03-29,197,1974
nation,Scotland,S92000003,2020-03-28,204,1777
nation,Scotland,S92000003,2020-03-27,272,1573
nation,Scotland,S92000003,2020-03-26,221,1301
nation,Scotland,S92000003,2020-03-25,190,1080
nation,Scotland,S92000003,2020-03-24,165,890
nation,Scotland,S92000003,2020-03-23,136,725
nation,Scotland,S92000003,2020-03-22,74,589
nation,Scotland,S92000003,2020-03-21,67,515
nation,Scotland,S92000003,2020-03-20,84,448
nation,Scotland,S92000003,2020-03-19,50,364
nation,Scotland,S92000003,2020-03-18,42,314
nation,Scotland,S92000003,2020-03-17,42,272
nation,Scotland,S92000003,2020-03-16,21,230
nation,Scotland,S92000003,2020-03-15,12,209
nation,Scotland,S92000003,2020-03-14,19,197
nation,Scotland,S92000003,2020-03-13,48,178
nation,Scotland,S92000003,2020-03-12,38,130
nation,Scotland,S92000003,2020-03-11,25,92
nation,Scotland,S92000003,2020-03-10,21,67
nation,Scotland,S92000003,2020-03-09,16,46
nation,Scotland,S92000003,2020-03-08,3,30
nation,Scotland,S92000003,2020-03-07,5,27
nation,Scotland,S92000003,2020-03-06,6,22
nation,Scotland,S92000003,2020-03-05,2,16
nation,Scotland,S92000003,2020-03-04,6,14
nation,Scotland,S92000003,2020-03-03,3,8
nation,Scotland,S92000003,2020-03-02,1,5
nation,Scotland,S92000003,2020-03-01,2,4
nation,Scotland,S92000003,2020-02-29,0,2
nation,Scotland,S92000003,2020-02-28,1,2
nation,Wales,W92000004,2021-09-28,3,352939
nation,Wales,W92000004,2021-09-27,644,352936
nation,Wales,W92000004,2021-09-26,1921,352292
nation,Wales,W92000004,2021-09-25,2090,350371
nation,Wales,W92000004,2021-09-24,2661,348281
nation,Wales,W92000004,2021-09-23,3300,345620
nation,Wales,W92000004,2021-09-22,3343,342320
nation,Wales,W92000004,2021-09-21,3287,338977
nation,Wales,W92000004,2021-09-20,3368,335690
nation,Wales,W92000004,2021-09-19,2556,332322
nation,Wales,W92000004,2021-09-18,2238,329766
nation,Wales,W92000004,2021-09-17,2737,327528
nation,Wales,W92000004,2021-09-16,2751,324791
nation,Wales,W92000004,2021-09-15,2728,322040
nation,Wales,W92000004,2021-09-14,2718,319312
nation,Wales,W92000004,2021-09-13,2979,316594
nation,Wales,W92000004,2021-09-12,1885,313615
nation,Wales,W92000004,2021-09-11,1941,311730
nation,Wales,W92000004,2021-09-10,1991,309789
nation,Wales,W92000004,2021-09-09,2320,307798
nation,Wales,W92000004,2021-09-08,2381,305478
nation,Wales,W92000004,2021-09-07,2294,303097
nation,Wales,W92000004,2021-09-06,2901,300803
nation,Wales,W92000004,2021-09-05,2108,297902
nation,Wales,W92000004,2021-09-04,2159,295794
nation,Wales,W92000004,2021-09-03,2348,293635
nation,Wales,W92000004,2021-09-02,2679,291287
nation,Wales,W92000004,2021-09-01,2866,288608
nation,Wales,W92000004,2021-08-31,3023,285742
nation,Wales,W92000004,2021-08-30,1787,282719
nation,Wales,W92000004,2021-08-29,1437,280932
nation,Wales,W92000004,2021-08-28,1515,279495
nation,Wales,W92000004,2021-08-27,1960,277980
nation,Wales,W92000004,2021-08-26,2188,276020
nation,Wales,W92000004,2021-08-25,2271,273832
nation,Wales,W92000004,2021-08-24,2156,271561
nation,Wales,W92000004,2021-08-23,2049,269405
nation,Wales,W92000004,2021-08-22,1380,267356
nation,Wales,W92000004,2021-08-21,1390,265976
nation,Wales,W92000004,2021-08-20,1619,264586
nation,Wales,W92000004,2021-08-19,1856,262967
nation,Wales,W92000004,2021-08-18,1783,261111
nation,Wales,W92000004,2021-08-17,1736,259328
nation,Wales,W92000004,2021-08-16,1585,257592
nation,Wales,W92000004,2021-08-15,1099,256007
nation,Wales,W92000004,2021-08-14,1003,254908
nation,Wales,W92000004,2021-08-13,1123,253905
nation,Wales,W92000004,2021-08-12,1261,252782
nation,Wales,W92000004,2021-08-11,1184,251521
nation,Wales,W92000004,2021-08-10,946,250337
nation,Wales,W92000004,2021-08-09,957,249391
nation,Wales,W92000004,2021-08-08,585,248434
nation,Wales,W92000004,2021-08-07,575,247849
nation,Wales,W92000004,2021-08-06,707,247274
nation,Wales,W92000004,2021-08-05,785,246567
nation,Wales,W92000004,2021-08-04,796,245782
nation,Wales,W92000004,2021-08-03,736,244986
nation,Wales,W92000004,2021-08-02,760,244250
nation,Wales,W92000004,2021-08-01,523,243490
nation,Wales,W92000004,2021-07-31,480,242967
nation,Wales,W92000004,2021-07-30,587,242487
nation,Wales,W92000004,2021-07-29,689,241900
nation,Wales,W92000004,2021-07-28,688,241211
nation,Wales,W92000004,2021-07-27,768,240523
nation,Wales,W92000004,2021-07-26,754,239755
nation,Wales,W92000004,2021-07-25,529,239001
nation,Wales,W92000004,2021-07-24,582,238472
nation,Wales,W92000004,2021-07-23,685,237890
nation,Wales,W92000004,2021-07-22,823,237205
nation,Wales,W92000004,2021-07-21,802,236382
nation,Wales,W92000004,2021-07-20,821,235580
nation,Wales,W92000004,2021-07-19,910,234759
nation,Wales,W92000004,2021-07-18,619,233849
nation,Wales,W92000004,2021-07-17,639,233230
nation,Wales,W92000004,2021-07-16,954,232591
nation,Wales,W92000004,2021-07-15,1119,231637
nation,Wales,W92000004,2021-07-14,1206,230518
nation,Wales,W92000004,2021-07-13,1098,229312
nation,Wales,W92000004,2021-07-12,915,228214
nation,Wales,W92000004,2021-07-11,714,227299
nation,Wales,W92000004,2021-07-10,655,226585
nation,Wales,W92000004,2021-07-09,778,225930
nation,Wales,W92000004,2021-07-08,713,225152
nation,Wales,W92000004,2021-07-07,777,224439
nation,Wales,W92000004,2021-07-06,771,223662
nation,Wales,W92000004,2021-07-05,777,222891
nation,Wales,W92000004,2021-07-04,555,222114
nation,Wales,W92000004,2021-07-03,496,221559
nation,Wales,W92000004,2021-07-02,577,221063
nation,Wales,W92000004,2021-07-01,645,220486
nation,Wales,W92000004,2021-06-30,596,219841
nation,Wales,W92000004,2021-06-29,637,219245
nation,Wales,W92000004,2021-06-28,628,218608
nation,Wales,W92000004,2021-06-27,364,217980
nation,Wales,W92000004,2021-06-26,252,217616
nation,Wales,W92000004,2021-06-25,376,217364
nation,Wales,W92000004,2021-06-24,413,216988
nation,Wales,W92000004,2021-06-23,413,216575
nation,Wales,W92000004,2021-06-22,343,216162
nation,Wales,W92000004,2021-06-21,342,215819
nation,Wales,W92000004,2021-06-20,187,215477
nation,Wales,W92000004,2021-06-19,195,215290
nation,Wales,W92000004,2021-06-18,174,215095
nation,Wales,W92000004,2021-06-17,222,214921
nation,Wales,W92000004,2021-06-16,189,214699
nation,Wales,W92000004,2021-06-15,194,214510
nation,Wales,W92000004,2021-06-14,159,214316
nation,Wales,W92000004,2021-06-13,112,214157
nation,Wales,W92000004,2021-06-12,86,214045
nation,Wales,W92000004,2021-06-11,130,213959
nation,Wales,W92000004,2021-06-10,139,213829
nation,Wales,W92000004,2021-06-09,129,213690
nation,Wales,W92000004,2021-06-08,116,213561
nation,Wales,W92000004,2021-06-07,105,213445
nation,Wales,W92000004,2021-06-06,68,213340
nation,Wales,W92000004,2021-06-05,76,213272
nation,Wales,W92000004,2021-06-04,65,213196
nation,Wales,W92000004,2021-06-03,88,213131
nation,Wales,W92000004,2021-06-02,80,213043
nation,Wales,W92000004,2021-06-01,59,212963
nation,Wales,W92000004,2021-05-31,60,212904
nation,Wales,W92000004,2021-05-30,39,212844
nation,Wales,W92000004,2021-05-29,41,212805
nation,Wales,W92000004,2021-05-28,40,212764
nation,Wales,W92000004,2021-05-27,36,212724
nation,Wales,W92000004,2021-05-26,30,212688
nation,Wales,W92000004,2021-05-25,50,212658
nation,Wales,W92000004,2021-05-24,41,212608
nation,Wales,W92000004,2021-05-23,21,212567
nation,Wales,W92000004,2021-05-22,35,212546
nation,Wales,W92000004,2021-05-21,51,212511
nation,Wales,W92000004,2021-05-20,47,212460
nation,Wales,W92000004,2021-05-19,35,212413
nation,Wales,W92000004,2021-05-18,45,212378
nation,Wales,W92000004,2021-05-17,50,212333
nation,Wales,W92000004,2021-05-16,31,212283
nation,Wales,W92000004,2021-05-15,27,212252
nation,Wales,W92000004,2021-05-14,44,212225
nation,Wales,W92000004,2021-05-13,37,212181
nation,Wales,W92000004,2021-05-12,61,212144
nation,Wales,W92000004,2021-05-11,65,212083
nation,Wales,W92000004,2021-05-10,42,212018
nation,Wales,W92000004,2021-05-09,30,211976
nation,Wales,W92000004,2021-05-08,31,211946
nation,Wales,W92000004,2021-05-07,39,211915
nation,Wales,W92000004,2021-05-06,65,211876
nation,Wales,W92000004,2021-05-05,45,211811
nation,Wales,W92000004,2021-05-04,56,211766
nation,Wales,W92000004,2021-05-03,27,211710
nation,Wales,W92000004,2021-05-02,27,211683
nation,Wales,W92000004,2021-05-01,32,211656
nation,Wales,W92000004,2021-04-30,34,211624
nation,Wales,W92000004,2021-04-29,55,211590
nation,Wales,W92000004,2021-04-28,48,211535
nation,Wales,W92000004,2021-04-27,60,211487
nation,Wales,W92000004,2021-04-26,56,211427
nation,Wales,W92000004,2021-04-25,32,211371
nation,Wales,W92000004,2021-04-24,38,211339
nation,Wales,W92000004,2021-04-23,48,211301
nation,Wales,W92000004,2021-04-22,55,211253
nation,Wales,W92000004,2021-04-21,63,211198
nation,Wales,W92000004,2021-04-20,57,211135
nation,Wales,W92000004,2021-04-19,74,211078
nation,Wales,W92000004,2021-04-18,54,211004
nation,Wales,W92000004,2021-04-17,38,210950
nation,Wales,W92000004,2021-04-16,60,210912
nation,Wales,W92000004,2021-04-15,71,210852
nation,Wales,W92000004,2021-04-14,79,210781
nation,Wales,W92000004,2021-04-13,64,210702
nation,Wales,W92000004,2021-04-12,107,210638
nation,Wales,W92000004,2021-04-11,54,210531
nation,Wales,W92000004,2021-04-10,51,210477
nation,Wales,W92000004,2021-04-09,72,210426
nation,Wales,W92000004,2021-04-08,90,210354
nation,Wales,W92000004,2021-04-07,105,210264
nation,Wales,W92000004,2021-04-06,105,210159
nation,Wales,W92000004,2021-04-05,72,210054
nation,Wales,W92000004,2021-04-04,76,209982
nation,Wales,W92000004,2021-04-03,58,209906
nation,Wales,W92000004,2021-04-02,63,209848
nation,Wales,W92000004,2021-04-01,94,209785
nation,Wales,W92000004,2021-03-31,108,209691
nation,Wales,W92000004,2021-03-30,137,209583
nation,Wales,W92000004,2021-03-29,123,209446
nation,Wales,W92000004,2021-03-28,103,209323
nation,Wales,W92000004,2021-03-27,87,209220
nation,Wales,W92000004,2021-03-26,152,209133
nation,Wales,W92000004,2021-03-25,199,208981
nation,Wales,W92000004,2021-03-24,190,208782
nation,Wales,W92000004,2021-03-23,163,208592
nation,Wales,W92000004,2021-03-22,198,208429
nation,Wales,W92000004,2021-03-21,139,208231
nation,Wales,W92000004,2021-03-20,152,208092
nation,Wales,W92000004,2021-03-19,177,207940
nation,Wales,W92000004,2021-03-18,219,207763
nation,Wales,W92000004,2021-03-17,183,207544
nation,Wales,W92000004,2021-03-16,183,207361
nation,Wales,W92000004,2021-03-15,196,207178
nation,Wales,W92000004,2021-03-14,158,206982
nation,Wales,W92000004,2021-03-13,190,206824
nation,Wales,W92000004,2021-03-12,206,206634
nation,Wales,W92000004,2021-03-11,228,206428
nation,Wales,W92000004,2021-03-10,202,206200
nation,Wales,W92000004,2021-03-09,165,205998
nation,Wales,W92000004,2021-03-08,258,205833
nation,Wales,W92000004,2021-03-07,146,205575
nation,Wales,W92000004,2021-03-06,169,205429
nation,Wales,W92000004,2021-03-05,131,205260
nation,Wales,W92000004,2021-03-04,199,205129
nation,Wales,W92000004,2021-03-03,209,204930
nation,Wales,W92000004,2021-03-02,237,204721
nation,Wales,W92000004,2021-03-01,244,204484
nation,Wales,W92000004,2021-02-28,207,204240
nation,Wales,W92000004,2021-02-27,139,204033
nation,Wales,W92000004,2021-02-26,202,203894
nation,Wales,W92000004,2021-02-25,225,203692
nation,Wales,W92000004,2021-02-24,264,203467
nation,Wales,W92000004,2021-02-23,288,203203
nation,Wales,W92000004,2021-02-22,336,202915
nation,Wales,W92000004,2021-02-21,273,202579
nation,Wales,W92000004,2021-02-20,267,202306
nation,Wales,W92000004,2021-02-19,310,202039
nation,Wales,W92000004,2021-02-18,343,201729
nation,Wales,W92000004,2021-02-17,373,201386
nation,Wales,W92000004,2021-02-16,442,201013
nation,Wales,W92000004,2021-02-15,453,200571
nation,Wales,W92000004,2021-02-14,289,200118
nation,Wales,W92000004,2021-02-13,282,199829
nation,Wales,W92000004,2021-02-12,407,199547
nation,Wales,W92000004,2021-02-11,377,199140
nation,Wales,W92000004,2021-02-10,450,198763
nation,Wales,W92000004,2021-02-09,464,198313
nation,Wales,W92000004,2021-02-08,492,197849
nation,Wales,W92000004,2021-02-07,284,197357
nation,Wales,W92000004,2021-02-06,359,197073
nation,Wales,W92000004,2021-02-05,501,196714
nation,Wales,W92000004,2021-02-04,501,196213
nation,Wales,W92000004,2021-02-03,583,195712
nation,Wales,W92000004,2021-02-02,599,195129
nation,Wales,W92000004,2021-02-01,612,194530
nation,Wales,W92000004,2021-01-31,460,193918
nation,Wales,W92000004,2021-01-30,486,193458
nation,Wales,W92000004,2021-01-29,598,192972
nation,Wales,W92000004,2021-01-28,658,192374
nation,Wales,W92000004,2021-01-27,704,191716
nation,Wales,W92000004,2021-01-26,731,191012
nation,Wales,W92000004,2021-01-25,846,190281
nation,Wales,W92000004,2021-01-24,396,189435
nation,Wales,W92000004,2021-01-23,541,189039
nation,Wales,W92000004,2021-01-22,772,188498
nation,Wales,W92000004,2021-01-21,909,187726
nation,Wales,W92000004,2021-01-20,971,186817
nation,Wales,W92000004,2021-01-19,1081,185846
nation,Wales,W92000004,2021-01-18,1397,184765
nation,Wales,W92000004,2021-01-17,825,183368
nation,Wales,W92000004,2021-01-16,1005,182543
nation,Wales,W92000004,2021-01-15,1212,181538
nation,Wales,W92000004,2021-01-14,1311,180326
nation,Wales,W92000004,2021-01-13,1463,179015
nation,Wales,W92000004,2021-01-12,1601,177552
nation,Wales,W92000004,2021-01-11,1735,175951
nation,Wales,W92000004,2021-01-10,1178,174216
nation,Wales,W92000004,2021-01-09,1142,173038
nation,Wales,W92000004,2021-01-08,1596,171896
nation,Wales,W92000004,2021-01-07,1663,170300
nation,Wales,W92000004,2021-01-06,1990,168637
nation,Wales,W92000004,2021-01-05,2383,166647
nation,Wales,W92000004,2021-01-04,2658,164264
nation,Wales,W92000004,2021-01-03,1809,161606
nation,Wales,W92000004,2021-01-02,2087,159797
nation,Wales,W92000004,2021-01-01,1211,157710
nation,Wales,W92000004,2020-12-31,2010,156499
nation,Wales,W92000004,2020-12-30,2699,154489
nation,Wales,W92000004,2020-12-29,3563,151790
nation,Wales,W92000004,2020-12-28,2356,148227
nation,Wales,W92000004,2020-12-27,2496,145871
nation,Wales,W92000004,2020-12-26,1893,143375
nation,Wales,W92000004,2020-12-25,643,141482
nation,Wales,W92000004,2020-12-24,1473,140839
nation,Wales,W92000004,2020-12-23,2443,139366
nation,Wales,W92000004,2020-12-22,2705,136923
nation,Wales,W92000004,2020-12-21,2744,134218
nation,Wales,W92000004,2020-12-20,2208,131474
nation,Wales,W92000004,2020-12-19,2170,129266
nation,Wales,W92000004,2020-12-18,2537,127096
nation,Wales,W92000004,2020-12-17,2776,124559
nation,Wales,W92000004,2020-12-16,3141,121783
nation,Wales,W92000004,2020-12-15,3181,118642
nation,Wales,W92000004,2020-12-14,3539,115461
nation,Wales,W92000004,2020-12-13,2733,111922
nation,Wales,W92000004,2020-12-12,2285,109189
nation,Wales,W92000004,2020-12-11,2812,106904
nation,Wales,W92000004,2020-12-10,2664,104092
nation,Wales,W92000004,2020-12-09,2692,101428
nation,Wales,W92000004,2020-12-08,2602,98736
nation,Wales,W92000004,2020-12-07,2511,96134
nation,Wales,W92000004,2020-12-06,1697,93623
nation,Wales,W92000004,2020-12-05,1533,91926
nation,Wales,W92000004,2020-12-04,1698,90393
nation,Wales,W92000004,2020-12-03,1806,88695
nation,Wales,W92000004,2020-12-02,1644,86889
nation,Wales,W92000004,2020-12-01,1611,85245
nation,Wales,W92000004,2020-11-30,1505,83634
nation,Wales,W92000004,2020-11-29,966,82129
nation,Wales,W92000004,2020-11-28,844,81163
nation,Wales,W92000004,2020-11-27,1035,80319
nation,Wales,W92000004,2020-11-26,1159,79284
nation,Wales,W92000004,2020-11-25,1337,78125
nation,Wales,W92000004,2020-11-24,1093,76788
nation,Wales,W92000004,2020-11-23,1031,75695
nation,Wales,W92000004,2020-11-22,717,74664
nation,Wales,W92000004,2020-11-21,680,73947
nation,Wales,W92000004,2020-11-20,936,73267
nation,Wales,W92000004,2020-11-19,920,72331
nation,Wales,W92000004,2020-11-18,987,71411
nation,Wales,W92000004,2020-11-17,1040,70424
nation,Wales,W92000004,2020-11-16,993,69384
nation,Wales,W92000004,2020-11-15,628,68391
nation,Wales,W92000004,2020-11-14,628,67763
nation,Wales,W92000004,2020-11-13,859,67135
nation,Wales,W92000004,2020-11-12,772,66276
nation,Wales,W92000004,2020-11-11,855,65504
nation,Wales,W92000004,2020-11-10,963,64649
nation,Wales,W92000004,2020-11-09,1011,63686
nation,Wales,W92000004,2020-11-08,696,62675
nation,Wales,W92000004,2020-11-07,605,61979
nation,Wales,W92000004,2020-11-06,877,61374
nation,Wales,W92000004,2020-11-05,1017,60497
nation,Wales,W92000004,2020-11-04,1094,59480
nation,Wales,W92000004,2020-11-03,1234,58386
nation,Wales,W92000004,2020-11-02,1410,57152
nation,Wales,W92000004,2020-11-01,948,55742
nation,Wales,W92000004,2020-10-31,879,54794
nation,Wales,W92000004,2020-10-30,1241,53915
nation,Wales,W92000004,2020-10-29,1583,52674
nation,Wales,W92000004,2020-10-28,1357,51091
nation,Wales,W92000004,2020-10-27,1478,49734
nation,Wales,W92000004,2020-10-26,1556,48256
nation,Wales,W92000004,2020-10-25,940,46700
nation,Wales,W92000004,2020-10-24,1025,45760
nation,Wales,W92000004,2020-10-23,1197,44735
nation,Wales,W92000004,2020-10-22,1056,43538
nation,Wales,W92000004,2020-10-21,1266,42482
nation,Wales,W92000004,2020-10-20,1237,41216
nation,Wales,W92000004,2020-10-19,1111,39979
nation,Wales,W92000004,2020-10-18,716,38868
nation,Wales,W92000004,2020-10-17,708,38152
nation,Wales,W92000004,2020-10-16,952,37444
nation,Wales,W92000004,2020-10-15,791,36492
nation,Wales,W92000004,2020-10-14,904,35701
nation,Wales,W92000004,2020-10-13,952,34797
nation,Wales,W92000004,2020-10-12,782,33845
nation,Wales,W92000004,2020-10-11,626,33063
nation,Wales,W92000004,2020-10-10,619,32437
nation,Wales,W92000004,2020-10-09,782,31818
nation,Wales,W92000004,2020-10-08,827,31036
nation,Wales,W92000004,2020-10-07,851,30209
nation,Wales,W92000004,2020-10-06,771,29358
nation,Wales,W92000004,2020-10-05,703,28587
nation,Wales,W92000004,2020-10-04,614,27884
nation,Wales,W92000004,2020-10-03,518,27270
nation,Wales,W92000004,2020-10-02,601,26752
nation,Wales,W92000004,2020-10-01,627,26151
nation,Wales,W92000004,2020-09-30,601,25524
nation,Wales,W92000004,2020-09-29,466,24923
nation,Wales,W92000004,2020-09-28,426,24457
nation,Wales,W92000004,2020-09-27,317,24031
nation,Wales,W92000004,2020-09-26,403,23714
nation,Wales,W92000004,2020-09-25,385,23311
nation,Wales,W92000004,2020-09-24,316,22926
nation,Wales,W92000004,2020-09-23,378,22610
nation,Wales,W92000004,2020-09-22,379,22232
nation,Wales,W92000004,2020-09-21,313,21853
nation,Wales,W92000004,2020-09-20,252,21540
nation,Wales,W92000004,2020-09-19,280,21288
nation,Wales,W92000004,2020-09-18,246,21008
nation,Wales,W92000004,2020-09-17,261,20762
nation,Wales,W92000004,2020-09-16,207,20501
nation,Wales,W92000004,2020-09-15,164,20294
nation,Wales,W92000004,2020-09-14,191,20130
nation,Wales,W92000004,2020-09-13,164,19939
nation,Wales,W92000004,2020-09-12,140,19775
nation,Wales,W92000004,2020-09-11,145,19635
nation,Wales,W92000004,2020-09-10,186,19490
nation,Wales,W92000004,2020-09-09,158,19304
nation,Wales,W92000004,2020-09-08,143,19146
nation,Wales,W92000004,2020-09-07,159,19003
nation,Wales,W92000004,2020-09-06,131,18844
nation,Wales,W92000004,2020-09-05,128,18713
nation,Wales,W92000004,2020-09-04,149,18585
nation,Wales,W92000004,2020-09-03,125,18436
nation,Wales,W92000004,2020-09-02,95,18311
nation,Wales,W92000004,2020-09-01,57,18216
nation,Wales,W92000004,2020-08-31,44,18159
nation,Wales,W92000004,2020-08-30,46,18115
nation,Wales,W92000004,2020-08-29,44,18069
nation,Wales,W92000004,2020-08-28,52,18025
nation,Wales,W92000004,2020-08-27,50,17973
nation,Wales,W92000004,2020-08-26,44,17923
nation,Wales,W92000004,2020-08-25,50,17879
nation,Wales,W92000004,2020-08-24,36,17829
nation,Wales,W92000004,2020-08-23,11,17793
nation,Wales,W92000004,2020-08-22,19,17782
nation,Wales,W92000004,2020-08-21,22,17763
nation,Wales,W92000004,2020-08-20,31,17741
nation,Wales,W92000004,2020-08-19,35,17710
nation,Wales,W92000004,2020-08-18,38,17675
nation,Wales,W92000004,2020-08-17,19,17637
nation,Wales,W92000004,2020-08-16,18,17618
nation,Wales,W92000004,2020-08-15,10,17600
nation,Wales,W92000004,2020-08-14,17,17590
nation,Wales,W92000004,2020-08-13,17,17573
nation,Wales,W92000004,2020-08-12,24,17556
nation,Wales,W92000004,2020-08-11,27,17532
nation,Wales,W92000004,2020-08-10,19,17505
nation,Wales,W92000004,2020-08-09,8,17486
nation,Wales,W92000004,2020-08-08,5,17478
nation,Wales,W92000004,2020-08-07,15,17473
nation,Wales,W92000004,2020-08-06,22,17458
nation,Wales,W92000004,2020-08-05,22,17436
nation,Wales,W92000004,2020-08-04,24,17414
nation,Wales,W92000004,2020-08-03,22,17390
nation,Wales,W92000004,2020-08-02,14,17368
nation,Wales,W92000004,2020-08-01,16,17354
nation,Wales,W92000004,2020-07-31,16,17338
nation,Wales,W92000004,2020-07-30,30,17322
