ID,id_ej,finess,rs,adresse,cpl_loc,longitude,latitude,mod_prel,public,horaire,horaire_prio,check_rdv,tel_rdv,web_rdv,date_modif
eDgQf3jFSLF7cnLJ,020015087,020015129,LBM SYNLAB Nord de France GUISE,42 Rue Alfred Chollet 02120 Guise,,3.627972,49.899185,Sur place,Tout public,,,Sans rendez-vous,0323612828,,2020-09-24
4eQRMAY0dWMzKyCI,020015087,020015236,LBM SYNLAB Nord de France LAON BROSSOLETTE,113 Boulevard Pierre Brossolette 02000 Laon,,3.618742,49.569244,Sur place,Tout public,,,,0323231446,,2020-09-24
sdIvIoCgBTys4lau,020015087,020015426,LBM SYNLAB Nord de France TERGNIER,110 Boulevard Gambetta 02700 Tergnier,,3.287216,49.652518,Sur place,Tout public,,,,0323570565,,2020-09-24
iBWGHKcNgaKgJARJ,020015087,020015657,LBM SYNLAB Nord de France SOISSONS,29 Rue du College 02200 Soissons,,3.32464,49.38206,Sur place,Tout public,,,,0323595159,,2020-09-24
CVEaRpUQLyiyi3I1,020015087,020015848,LBM SYNLAB Nord de France SAINT-QUENTIN FAIDHERBE,9 AV FAIDHERBE 02100 ST QUENTIN,"Camping municipal / Auberge de jeunesse, rue Gaston Bachelard, 02100 Saint-Quentin",3.28164455433242,49.8446618361253,Drive,Tout public,,,,,,2020-09-24
xPJ6rYXuVIJ6w1Rp,020015145,020015152,LBM CORCY SOISSONS SAINT MARTIN,1 Rue Saint-martin 02200 Soissons,,3.328867,49.376744,Sur place,Tout public,,,,0323532019,,2020-09-24
5lEd5virzubT7qIU,020015145,600012637,LBM CORCY NOYON,29 Avenue Jean Jaures 60400 Noyon,,2.991533,49.575904,Sur place,Tout public,,,,0344931639,,2020-09-24
GELpPxjEtOWJyyna,020015277,020015285,LBM BIOMÉDIQUAL BEAUTOR,60 Rue de Tergnier 02800 Beautor,,3.342459,49.658617,Sur place,Tout public/Cas contacts liste CPAM/Personnel soignant/Enfants 0-3 ans/Personnes en situation de précarité/Tout public - sur ordonnance/Malades chroniques (ALD)/Femmes enceintes/Personnes en situation de handicap/Patients ayant été atteints par le COVID-19/Militaires,lundi : 8h00-12h00  | mardi : 8h00-12h00  | mercredi : 8h00-12h00  | jeudi : 8h00-12h00  | vendredi : 8h00-12h00  | samedi : pas de ramassage cerba |  | dimanche : fermé,,Sur rendez-vous uniquement,0323563468,doctolib,2020-09-24
MBGN2q5ZmuWXgYj6,020015277,600012025,LBM BIOMÉDIQUAL NOYON ZAC,Chemin de la Haye Judas 60400 Noyon,"La Haye Juda ZA du Mont Renaud, 60400 Noyon",2.981569,49.569946,Sur place,Tout public/Cas contacts liste CPAM/Personnel soignant/Enfants 0-3 ans/Femmes enceintes/Patients ayant été atteints par le COVID-19/Personnes en situation de handicap/Personnes en situation de précarité/Tout public - sur ordonnance/Malades chroniques (ALD)/Militaires,,,,0344440178,,2020-09-24
3mLQ4fQyBWNlCJnC,020015814,103700217,LBM UNILABS BIOCT BRIENNE le CHATEAU,98 Rue de l'Ecole Militaire 10500 Brienne-le-Château,Parking du laboratoire,4.526172,48.393817,Drive,Tout public,lundi : 10h-11h | mardi : 10h-11h | mercredi : 10h-11h | jeudi : 10h-11h | vendredi : 10h-11h | samedi : 10h-11h | dimanche : fermé,,Sur rendez-vous uniquement,0351255055,,2020-09-24
cnuJenkRD09DybTb,020015814,103700142,LBM UNILABS BIOCT TROYES 1er Mai,28 Avenue du Premier Mai 10000 Troyes,Parking du laboratoire,4.089293,48.304344,Drive,Tout public,lundi : 10h-13h | mardi : 10h-13h | mercredi : 10h-13h | jeudi : 10h-13h | vendredi : 10h-13h | samedi : fermé | dimanche : fermé,,Sur rendez-vous uniquement,0325721132,,2020-09-24
Xjw7LKDmXyBKlE6B,020015814,020015822,LBM UNILABS BIOCT CHÂTEAU-THIERRY,14 Avenue de l'Europe 02400 Château-Thierry,Parking,3.400699,49.037421,Sur place,Tout public,Du lundi au vendredi 13h30 | Uniquement sur Rendez vous pris préalablement. |,,Sur rendez-vous uniquement,0323695490,,2020-09-24
SYEWhU7JtEEte4yt,020015814,510021959,LBM UNILABS BIOCT REIMS MAISON BLANCHE,88 R DE LA MAISON BLANCHE 51100 REIMS,Parking du laboratoire,4.02558869053501,49.2357506476954,Sur place,Tout public,lundi : 11h00-12h30  | mardi : 11h00-12h30 | mercredi : 11h00-12h30 | jeudi : 11h00-12h30 | vendredi : 11h00-12h30 | samedi : fermé | dimanche : fermé,,Sur rendez-vous uniquement,07 84 44 55 65,Doctolib,2020-09-24
tmAG3UUCMiQwKsit,020015814,510022049,LBM UNILABS BIOCT FISMES,3 R CHAUDRU 51170 FISMES,parking du laboratoire,3.68377173044032,49.3066802644803,Drive,Tout public,lundi : 10h30-11h30 | mardi : 10h30-11h30 | mercredi : 10h30-11h30 | jeudi : 10h30-11h30 | vendredi : 10h30-11h30 | samedi : fermé | dimanche : fermé,,Sur rendez-vous uniquement,07 84 44 55 65,Doctolib,2020-09-24
X8rzMIXb4T7qNgNw,020015814,510022528,LBM UNILABS BIOCT EPERNAY CHAMPAGNE,4 AV DE CHAMPAGNE 51200 EPERNAY,Parking du laboratoire,3.95801562897226,49.0433587575026,Sur place,Tout public,lundi : 9h00-12h00  | mardi : 9h00-12h00  | mercredi : 9h00-12h00  | jeudi : 9h00-12h00  | vendredi : 9h00-12h00 | samedi : fermé | dimanche : fermé,,Sur rendez-vous uniquement,0326511717,,2020-09-24
MHh5f2N8csJef4BS,020015814,510024144,LBM UNILABS BIOCT REIMS JAURÈS,211 AV JEAN JAURES 51100 REIMS,parking du laboratoire au 211 avenue Jean Jaures,4.05369512819202,49.2627579513282,Drive,Tout public,lundi : 10h30-12h | mardi : 10h30-12h | mercredi : 10h30-12h | jeudi : 10h30-12h | vendredi : 10h30-12h | samedi : 12h30-13h30 | dimanche : fermé,,Sur rendez-vous uniquement,07 84 44 55 65,Doctolib,2020-09-24
BSpgWIbK3aMIUlLY,030006159,AUTRE,MAYMAT Saint-Pourçain IDE,Rue du Bourbonnais 03500 Saint-Pourçain-sur-Sioule,IDE Libérales CPTS Sud allier,3.281653,46.307586,Sur place,Tout public,,,,04 70  45 32 05,,2020-10-07
uIq5sGY3bduXWh0z,030006159,AUTRE,MAYMAT Lapalisse - IDE Liberales CPTS Sud allier,Place Jean Bécaud 03120 Lapalisse,MSP - Personnel soignant,3.628754,46.248931,Sur place,Tout public,,,,04 70 99 04 69,,2020-10-07
29JtSxlP0Nl9wo0l,030006159,AUTRE,Cabinet IDE,Rue les Aubrelles 03230 Beaulon,,3.678582,46.600218,Sur place,Tout public,,,,04 70 42 71 53,cabinetinfirmiersbeaulon@orange.fr,2020-10-07
6uxM7wjbTojVO7Vy,030006159,AUTRE,COVID-ROOM Moulins,Pl du Mal de Lattre de Tassigny 03000 Moulins,Salle des fêtes,3.330135,46.562209,Sur place,Tout public,,,,04 70 44 23 43,,2020-10-07
ip5w6xl4cooaUseV,030006159,AUTRE,IDE Libérales CPTS Sud allier,32 Rue du Champ Feuillet 03500 Saint-Pourcain-sur-Sioule,Pavillon Accueil de Jour,3.282162,46.304408,Sur place,Tout public,,,Sur rendez-vous uniquement,04 70 45 32 05,,2020-10-07
7e6XfC9RKMKiqcRN,030006159,030006209,LBM MAYMAT MOULINS   FOUR,4 PL DU FOUR 03000 MOULINS,,3.32971955072918,46.5649884255695,Sur place,Tout public,lundi : 14h00-18h00 | mardi : 14h00-18h00 | mercredi : 14h00-18h00 | jeudi : 14h00-18h00 | vendredi : 14h00-18h00 | samedi : 14h00-18h00 | dimanche : 14h00-18h00,,,0470448982,,2020-10-07
q2uqWyuhZ0ClDv3X,030006159,030006258,LBM MAYMAT BELLERIVE,AV DE RUSSIE 03700 BELLERIVE SUR ALLIER,,3.41032866536461,46.117667196337,Sur place,Tout public,,,,0470323583,,2020-10-07
OP6MDqSPpyFENeut,030006159,030006308,LBM MAYMAT ST POURÇAIN / SIOULE,59 BD LEDRU ROLLIN 03500 ST POURCAIN SUR SIOULE,,3.28972015952997,46.3091063598013,Sur place,Tout public,,,,0470456332,,2020-10-07
aPC5wV9Fbp4HI360,030006159,030006399,LBM MAYMAT VARENNES / ALLIER,4 PL DU CHAMP DE MARS 03150 VARENNES SUR ALLIER,,3.4047214455751,46.3119328298699,Sur place,Tout public,lundi : 14h00-18h00 | mardi : 14h00-18h00 | mercredi : 14h00-18h00 | jeudi : 14h00-18h00 | vendredi : 14h00-18h00 | samedi : fermé | dimanche : fermé,,,0470457170,,2020-10-07
VMGmCUxd3b7l0D6B,030006159,030006449,LBM MAYMAT MONTLUÇON,5 R ALBERT EINSTEIN 03100 MONTLUCON,,2.60030765545843,46.3480356529782,Sur place,Tout public,,,,0470464921,,2020-10-07
fC59wDiFTcoJA50x,030006159,580005809,LBM MAYMAT NEVERS,13 Rue de Charleville-mezieres 58000 Nevers,,3.150984,46.98854,Sur place,Tout public,,,Sur rendez-vous uniquement,03 86 57 09 18,https://www.laboratoire-ferrand-jankovic-rakover.fr/ ,2020-10-07
ZG93yPclHy8SsMlQ,030006159,630011773,LBM MAYMAT CLERMONT FD,7 PL HENRI DUNANT 63000 CLERMONT FERRAND,,3.08914728509551,45.7612727444089,Sur place,Tout public,,,,,,2020-10-07
WkKnQ4NgHGxthXTz,030006159,710013343,LBM MAYMAT NAVETAT BOURBON-LANCY,Rue Max Boirot 71140 Bourbon-Lancy,Salle annexe du Complexe Marc Goutheraud - rue Max Boirot,3.766025,46.622304,Sur place,Tout public,lundi : 11h00-16h00 | mardi : 11h00-16h00 | mercredi : 11h00-16h00 | jeudi : 11h00-16h00 | vendredi : 11h00-16h00 | samedi : fermé | dimanche : fermé,,Sans rendez-vous,03 85 89 30 60,,2020-10-07
AcCZMmlwklrs30qD,030006498,030006589,LBM SYNLAB AUVERGNE BELLERIVE DE GAULL,8 AV DU GENERAL DE GAULLE 03700 BELLERIVE SUR ALLIER,DRIVE sous le parking couvert à l'arrière du bâtiment.,3.41553110876824,46.1147000365121,Sur place,Tout public,lundi au Jeudi : 9h00-12h00 et 14h00-16h00 | vendredi : 9h00-12h00,,Sur rendez-vous uniquement,0470982110,bellerive@auvergne.synlab.fr,2020-09-24
DPjxf1xbEVvtHcBk,030006498,630015105,LBM SYNLAB AUVERGNE AUBIERE,60 Avenue de la Margeride 63170 Aubière,"DRIVE sur le parking, à l'arrière du bâtiment.",3.126569,45.757671,Sur place,Tout public,lundi  au vendredi : 9h00-12h30,,Sur rendez-vous uniquement,0473777595,aubiere@auvergne.synlab.fr,2020-09-24
FDHGDbV1ltkcVERD,030780092,030000061,CH DE MOULINS,10 AV DU GENERAL DE GAULLE 03006 MOULINS CEDEX,,3.32526416231874,46.5702948957609,Sur place,Tout public,7 jours / 7,,Sur rendez-vous uniquement,04 70 35 77 77,,2020-10-07
A15jrUVwGehUVU1w,030780100,030000079,CH DE MONTLUCON,18 AV DU 8 MAI 1945 03109 MONTLUCON CEDEX,Centre de consultation COVID  (téléphone 04 70 02 42 08  entre 09h et 16h30) sur RDV,2.60863010567439,46.3427354736228,Sur place,Tout public,sur RDV du lundi au vendredi de 09h00  à 17h00,,,04 70 02 42 08,,2020-09-24
BC0n1OLWjPj5mxAh,040001216,040001406,LABM AUBRION STRZALKOWSKI,65 BD GASSENDI 04000 DIGNE LES BAINS,,6.23474312560347,44.092645255629,Sur place,Tout public,,,,0492313169,,2020-09-24
C5RqfLIoN0N49fdq,040004376,040004400,LBM MANESQ SITE DU MANUESCA,AV DU DOCTEUR BERNARD FOUSSIER 04100 MANOSQUE,,5.80485437138227,43.8293015063378,Sur place,Tout public,,,,0492724590,,2020-09-24
eGVmIWV43tcpXffZ,050000116,050000231,CH DES ESCARTONS DE BRIANCON,24 AV ADRIEN DAURELLE 05105 BRIANCON CEDEX,,6.63299546616609,44.9072642695455,Sur place,Tout public,,,,0492252525,scr_lab@ch-brianon.fr,2020-09-24
62NZ82L18UXqH0Um,050002948,050000348,CHI DES ALPES DU SUD SITE DE GAP,1 PL AUGUSTE MURET 05007 GAP CEDEX,Drive,6.07326807225251,44.5563943446239,Sur place,Tout public - sur ordonnance/Cas contacts liste CPAM,"Du lundi au vendredi, 8h30-11h45, 13h30-16h30 | samedi et dimanche : fermé, contacter le Centre 15 en cas d'urgence | ",,Sur rendez-vous uniquement,0492407845,https://www.chicas-gap.fr/prenez-rendez-vous-en-ligne,2020-09-24
odFhjGW6ahjOM4p8,050007152,050007186,LBM ANABIO 05 SITE GAP/SAINT ROCH,6 R ROGER SABATIER 05000 GAP,,6.06479458806369,44.5482316192373,Sur place,Tout public,lundi : 8h00-12h00 et 13h30-16h30 | mardi : 8h00-12h00 et 13h30-16h30 | mercredi : 8h00-12h00 et 13h30-16h30 | jeudi : 8h00-12h00 et 13h30-16h30 | vendredi : 8h00-12h00  | samedi : fermé | dimanche : fermé,lundi : 10h30-11h30  | mardi : 10h30-11h30  | mercredi : 10h30-11h30  | jeudi : 10h30-11h30  | vendredi : 10h30-11h30 | samedi : fermé | dimanche : fermé,,,,2020-10-06
iiIaINfXWQbu2VAp,050007749,050007756,SELARL BIOMED 05 EMBRUN,LD LA CLAPIERE 05200 EMBRUN,DRIVE,6.48367753815963,44.5538380684699,Sur place,Tout public,lundi : 9h30-11h30  | mardi : 9h30-11h30 | mercredi : 9h30-11h30 | jeudi : 9h30-11h30 | vendredi : 9h30-11h30,,Sur rendez-vous uniquement,0492435072,,2020-09-24
uE0v7VVIOy0hmI7s,050007749,050007764,SELARL BIOMED 05 VEYNES,DOM DE PARASSOL 05400 VEYNES,SALLE DE PRELEVEMENT DEDIEE,5.81332159212679,44.5255174029651,Sur place,Tout public,mardi : 9h30-11h30 | jeudi : 9h30-11h30,,Sur rendez-vous uniquement,0492580734,,2020-09-24
3opWt6v1HTrs436k,060021714,AUTRE,CENTRE COVID VAUBAN,18 Rue Maréchal Vauban 06300 Nice,CITE DEDIE,7.286587,43.711572,Sur place,Tout public,lundi : 10h00-12h00 et 13h00-15h00  mardi : 10h00-12h00 et 13h00-15h00  mercredi : 10h00-12h00 et 13h00-15h00  jeudi : 10h00-12h00 et 13h00-15h00  vendredi : 10h00-12h00 et 13h00-15h00  samedi : fermé  dimanche : fermé,,Sur rendez-vous uniquement,0492004329,,2020-09-24
bMmTHoba3KGjayKs,060021714,060021722,LBM BARLA SITE BEAULIEU SUR MER/BERLUG,3 PL GENERAL DE GAULLE 06310 BEAULIEU SUR MER,,7.33032052913883,43.7074752670387,Sur place,Tout public,Tous les jours 10h00-16h00  samedi : 10h00-12h00  dimanche : fermé,,Avec ou sans rendez-vous,0493011200,www.labo-barla.eu,2020-09-24
ypek3RPswJcHoJ92,060021714,060021730,LBM BARLA SITE NICE/BARLA,6 R BARLA 06000 NICE,,7.2812835033039,43.7023140415944,Sur place,Tout public,Tous les jours 10h00-16h00  samedi : 10h00-16h00  dimanche : fermé,,Avec ou sans rendez-vous,0493554040,www.labo-barla.eu,2020-09-24
cslbXzjXiEOwhjsh,060021714,060021748,LBM BARLA SITE NICE/SAINT ROCH,41 BD LOUIS BRAILLE 06000 NICE,,7.29332522842827,43.7214440454962,Sur place,Tout public,Tous les jours 10h00-16h00  samedi : 10h00-12h00  dimanche : fermé,,Avec ou sans rendez-vous,0492005019,www.labo-barla.eu,2020-09-24
pB0GE4UqNJNAF1GO,060021714,060021755,LBM BARLA SITE NICE/LEPANTE,20 R LEPANTE 06000 NICE,,7.26949373996015,43.7050349729501,Sur place,Tout public,Tous les jours 10h00-16h00  samedi : 10h00-12h00  dimanche : fermé,,Avec ou sans rendez-vous,0493857744,www.labo-barla.eu,2020-09-24
cwa7PvhB3y8KT7cK,060021714,060021763,LBM BARLA SITE NICE/LAMSI,45 BD DUBOUCHAGE 06000 NICE,,7.26849532455174,43.7006423506732,Sur place,Tout public,Tous les jours 10h00-16h00  samedi : 10h00-12h00  dimanche : fermé,,Avec ou sans rendez-vous,0492176565,www.labo-barla.eu,2020-09-24
dJEgwFtXtH31qGKD,060021714,060022134,LBM BARLA SITE MENTON/DE LA GARE,3 AV DE LA GARE 06500 MENTON,,7.49443340816558,43.7752354148007,Sur place,Tout public,Tous les jours 10h00-16h00  samedi : 10h00-12h00  dimanche : fermé,,Avec ou sans rendez-vous,0493577979,www.labo-barla.eu,2020-09-24
VMCdk1siywthzmL0,060021714,060022142,LBM BARLA SITE CANNES LA BOCCA/FRANCIS,91 AV FRANCIS TONNER 06150 CANNES,,6.97660122473711,43.5494971596639,Sur place,Tout public,Tous les jours 10h00-16h00  samedi : 10h00-12h00 dimanche : fermé,,Avec ou sans rendez-vous,0493472412,www.labo-barla.eu,2020-09-24
KzLkf0deV5qCecor,060021714,060022159,LBM BARLA SITE ANTIBES/CAP D'ANTIBES,,,7.12509760064443,43.580423254734,Sur place,Tout public,Tous les jours 10h00-16h00 samedi : 10h00-12h00  dimanche : fermé,,Avec ou sans rendez-vous,0493000065,www.labo-barla.eu,2020-09-24
WPzKuMApWGjDiOFT,060021714,060022167,LBM BARLA SITE CANNES/LA GARE,4 PL DE LA GARE 06150 CANNES,,7.01827205311033,43.5536118852131,Sur place,Tout public,Tous les jours 10h00-16h00  samedi : 10h00-12h00  dimanche : fermé,,Avec ou sans rendez-vous,0492980042,www.labo-barla.eu,2020-09-24
7Sv2gUZ6SDowvEnJ,060021714,060022175,LBM BARLA SITE VALLAURIS/DE LA FONTAIN,AV DE L'HOPITAL VALLAURIS 06220 VALLAURIS,,7.05833014796663,43.5755285768639,Sur place,Tout public,Tous les jours 10h00-16h00  samedi : 10h00-12h00  dimanche : fermé,,Avec ou sans rendez-vous,0493645353,www.labo-barla.eu,2020-09-24
HTsytYZqRN2ozpWM,060021714,060022563,LBM BARLA SITE CAGNES SUR MER/L'EGLISE,13 R DE L EGLISE 06800 CAGNES SUR MER,,7.15116927229124,43.6625140569543,Sur place,Tout public,Tous les jours 10h00-16h00  samedi : 10h00-12h00  dimanche : fermé,,Avec ou sans rendez-vous,0393209258,www.labo-barla.eu,2020-09-24
dAO4okQ1GoLBlq0V,060021714,060022571,LBM BARLA SITE GRASSE/CARNOT,1 BD CARNOT 06130 GRASSE,,6.92373883093694,43.657123149434,Sur place,Tout public,Tous les jours 10h00-16h00  samedi : 10h00-12h00  dimanche : fermé,,Avec ou sans rendez-vous,0492607777,www.labo-barla.eu,2020-09-24
M9Xtx9YeWrQJUf7S,060021714,060022803,LBM BARLA SITE MANDELIEU LA NAPOULE,601 AV DE FREJUS 06210 MANDELIEU LA NAPOULE,,6.93202739290793,43.5428018414077,Sur place,Tout public,Tous les jours 10h00-16h00  samedi : 10h00-12h00  dimanche : fermé,,Avec ou sans rendez-vous,0492192578,www.labo-barla.eu,2020-09-24
VgiRmbwHb1T9wFE5,060021714,060022969,LBM BARLA SITE SAINT ANDRE DE LA ROCHE,7 CHE DU SOUVENIR 06730 ST ANDRE DE LA ROCHE,,7.28767722411324,43.7408843116818,Sur place,Tout public,Tous les jours 10h00-16h00  samedi : 10h00-12h00  dimanche : fermé,,Avec ou sans rendez-vous,0497000363,www.labo-barla.eu,2020-09-24
BlWctfMl9H3fTYL7,060021714,060022993,LBM BARLA SITE ST LAURENT DU VAR/CAP 3,,,7.18980580229945,43.6734218778367,Sur place,Tout public,Tous les jours 10h00-16h00  samedi : 10h00-12h00  dimanche : fermé,,Avec ou sans rendez-vous,0497191900,www.labo-barla.eu,2020-09-24
UTDPs8e79F1p0tdM,060021714,060023009,LBM BARLA SITE SITE NICE/D'ARSON,8 R D'ARSON 06000 NICE,,7.28657022038358,43.6993148849502,Sur place,Tout public,Tous les jours 10h00-16h00  samedi : 10h00-12h00  dimanche : fermé,,Avec ou sans rendez-vous,0493551122,www.labo-barla.eu,2020-09-24
lTHMbwb9xpv5uxdi,060021714,060025293,LBM BARLA SITE NICE/SANTA MARIA PLATEA,57 AV DE LA CALIFORNIE 06000 NICE,,7.24116100625842,43.6893792186242,Sur place,Tout public,Tous les jours 10h00-16h00  samedi : 10h00-12h00  dimanche : fermé,,Sur rendez-vous uniquement,0967738205,www.labo-barla.eu,2020-09-24
iuWIcvGGAkMIVH3L,060021714,830018578,LBM MAZARIN SITE SAINT ZACHARIE/SAINTE,RTE DPT 560 QUA ST ANTOINE 83640 ST ZACHARIE,,5.71036614906997,43.3874140861472,Sur place,Tout public,Tous les jours 10h00-16h00  samedi : 10h00-12h00  dimanche : fermé,,Sur rendez-vous uniquement,,,2020-09-24
JkDSH06o5zLONAhC,060021904,060005956,LBM EUROFINS LABAZUR NICE SITE PONT MICHEL,170 Route de Turin 06300 Nice,,7.290245,43.723472,Sur place,Tout public,Contacter le laboratoire. Horaires variables.,,Sur rendez-vous uniquement,0422531535,https://www.eurofins-biologie-medicale.com/,2020-09-24
9ahFDfwYA6qgCbpJ,060021904,060006103,LBM EUROFINS LABAZUR NICE SITE FELIX F,10 Avenue Félix Faure 06000 Nice,,7.273359,43.6983,Sur place,Tout public,lundi : 7h30-18h00 | mardi : 7h30-18h00 | mercredi : 7h30-18h00 | jeudi : 7h30-18h00 | vendredi : 7h30-18h00 | samedi : fermé | dimanche : fermé,,Sur rendez-vous uniquement,0493804040,https://www.eurofins-biologie-medicale.com/,2020-09-24
8qB92y5VfkkFeC3t,060021904,060006327,LBM EUROFINS LABAZUR NICE SITE CALIFOR - NICE,20 AV DE LA CALIFORNIE 06000 NICE,,7.24348244799491,43.6909268634817,Sur place,Tout public,pas de prélèvement PCR,,Sur rendez-vous uniquement,0493860029,https://www.eurofins-biologie-medicale.com/,2020-09-24
eZoCU3j948I3mIJ1,060021904,060022688,LBM EUROFINS LABAZUR NICE SITE FLORETTE,98 AV JEAN MONNET 06500 MENTON,,7.48585088582451,43.7658263298388,Sur place,Tout public,Contacter le laboratoire.,,Sur rendez-vous uniquement,0492104747,https://www.eurofins-biologie-medicale.com/,2020-09-24
tfRjIAPOowbb2oXp,060021904,060022704,LBM EUROFINS LABAZUR NICE SITE CONTES,PL DU DOCTEUR OLLIVIER 06390 CONTES,,7.31466250681739,43.8103996619401,Sur place/En EHPAD,Tout public,Contacter le laboratoire. Jours et horaires variables.,,Sur rendez-vous uniquement,0493792882,https://www.eurofins-biologie-medicale.com/,2020-09-24
SPCjqdIlYQWMJK3t,060021912,060021920,LBM BIOESTEREL SITE Mandelieu - Les Termes,405 AV DE CANNES 06210 MANDELIEU LA NAPOULE,Local dédié Rond point de l’espace « les petits princes » 06210 MANDELIEU LA NAPOULE,6.93714385825298,43.5436233806482,Sur place,Tout public,Du L. au V.: 10h-12h et 14h-17h S: 9h30-11h30,Du L. au V.: 10h-12h et 14h-17h S: 9h30-11h30,Sur RDV  sauf cas symptomatiques urgents,0493492405,https://rdv-testcovid.fr,2020-10-08
XncQfiVl3xrjhFVa,060021912,060021938,LBM BIOESTEREL SITE MANDELIEU PASERO,583 AV JANVIER PASERO 06210 MANDELIEU LA NAPOULE,Local dédié Rond point de l’espace « les petits princes »06210 MANDELIEU LA NAPOULE,6.93767549693725,43.5514622027505,Sur place,Tout public,Du L. au V.: 10h-12h et 14h-17h S: 9h30-11h30,Du L. au V.: 10h-12h et 14h-17h S: 9h30-11h30,Sur RDV  sauf cas symptomatiques urgents,0493492173,https://rdv-testcovid.fr,2020-10-08
RXyvH4GGZ8TGvkQv,060021912,060021946,LBM BIOESTEREL SITE Châteauneuf,22 PL DES PINS 06740 CHATEAUNEUF GRASSE,,6.97312119895098,43.6806525968024,Sur place/A domicile/En EHPAD,Tout public,,,Sur RDV  sauf cas symptomatiques urgents,04.93.42.71.61,https://covid19.biogroup.fr.,2020-10-08
BuhCYXjE3fELrYo6,060021912,060021953,LBM BIOESTEREL SITE ROQUEFORT LES PINS,4061 RTE DPT 2085 06330 ROQUEFORT LES PINS,,7.04932343854336,43.6667864548589,Sur place/En EHPAD,Tout public,,,Sur RDV  sauf cas symptomatiques urgents,0493776275,https://covid19.biogroup.fr,2020-10-08
aWZ7Hlf27wKXKELB,060021912,060021961,LBM BIOESTEREL SITE Saint-Martin du Var,RTE 202 QUARTIER LA DIGUE 06670 ST MARTIN DU VAR,Local dédié :Salle des plans de CARROS Place Frescolini 06510 CARROS,7.19060511108801,43.818526345915,Sur place,Tout public,Du lundi au vendredi 13h - 15h30,Du lundi au vendredi 13h - 15h30,Sur RDV  sauf cas symptomatiques urgents,Accueil 1 : 04.93.08.91.07 Accueil 2 : 04 93 08 91  83,https://rdv-testcovid.fr,2020-10-08
