Date,Country,JCVIPriorityGroup,Population,PopulationQF,Dose,CumulativeNumberVaccinated,CumulativePercentCoverage,CumulativePercentCoverageQF,AgeBand
20210319,S92000003,4 - Clinically Extremely Vulnerable,177011,,Dose 2,7612,4.30029772161052,,16 years and over
20210320,S92000003,1 - All Care Home Residents,,:,Dose 1,33385,,z,16 years and over
20210320,S92000003,1 - All Care Home Residents,,:,Dose 2,25917,,z,16 years and over
20210320,S92000003,1 - Care Home Residents - Older Adults,27361,,Dose 1,26352,96.3122692884032,,16 years and over
20210320,S92000003,1 - Care Home Residents - Older Adults,27361,,Dose 2,22272,81.4005336062278,,16 years and over
20210320,S92000003,1 - Care Home Staff,50000,,Dose 1,49202,98.404,,16 years and over
20210320,S92000003,1 - Care Home Staff,50000,,Dose 2,35358,70.716,,16 years and over
20210320,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,326858,,z,16 years and over
20210320,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,146096,,z,16 years and over
20210320,S92000003,2 - Specified Frontline Health and Social Care Workers,222977,,Dose 1,182298,81.7564143386986,,16 years and over
20210320,S92000003,2 - Specified Frontline Health and Social Care Workers,222977,,Dose 2,98643,44.2390919242792,,16 years and over
20210320,S92000003,4 - Clinically Extremely Vulnerable,177011,,Dose 1,164325,92.8332137550774,,16 years and over
20210320,S92000003,4 - Clinically Extremely Vulnerable,177011,,Dose 2,8184,4.6234414810379,,16 years and over
20210321,S92000003,1 - All Care Home Residents,,:,Dose 1,33409,,z,16 years and over
20210321,S92000003,1 - All Care Home Residents,,:,Dose 2,26017,,z,16 years and over
20210321,S92000003,1 - Care Home Residents - Older Adults,27361,,Dose 1,26354,96.3195789627572,,16 years and over
20210321,S92000003,1 - Care Home Residents - Older Adults,27361,,Dose 2,22359,81.7185044406272,,16 years and over
20210321,S92000003,1 - Care Home Staff,50000,,Dose 1,49306,98.612,,16 years and over
20210321,S92000003,1 - Care Home Staff,50000,,Dose 2,35482,70.964,,16 years and over
20210321,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,327490,,z,16 years and over
20210321,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,147712,,z,16 years and over
20210321,S92000003,2 - Specified Frontline Health and Social Care Workers,222977,,Dose 1,182677,81.9263870264646,,16 years and over
20210321,S92000003,2 - Specified Frontline Health and Social Care Workers,222977,,Dose 2,99375,44.5673769043444,,16 years and over
20210321,S92000003,4 - Clinically Extremely Vulnerable,177011,,Dose 1,164366,92.8563761574139,,16 years and over
20210321,S92000003,4 - Clinically Extremely Vulnerable,177011,,Dose 2,8487,4.79461728367164,,16 years and over
20210322,S92000003,1 - All Care Home Residents,,:,Dose 1,33477,,z,16 years and over
20210322,S92000003,1 - All Care Home Residents,,:,Dose 2,26391,,z,16 years and over
20210322,S92000003,1 - Care Home Residents - Older Adults,27361,,Dose 1,26364,96.3561273345272,,16 years and over
20210322,S92000003,1 - Care Home Residents - Older Adults,27361,,Dose 2,22658,82.8113007565513,,16 years and over
20210322,S92000003,1 - Care Home Staff,50000,,Dose 1,49479,98.958,,16 years and over
20210322,S92000003,1 - Care Home Staff,50000,,Dose 2,36087,72.174,,16 years and over
20210322,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,328738,,z,16 years and over
20210322,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,154569,,z,16 years and over
20210322,S92000003,2 - Specified Frontline Health and Social Care Workers,222977,,Dose 1,183171,82.1479345403338,,16 years and over
20210322,S92000003,2 - Specified Frontline Health and Social Care Workers,222977,,Dose 2,102722,46.0684285823201,,16 years and over
20210322,S92000003,4 - Clinically Extremely Vulnerable,177011,,Dose 1,164457,92.9077853918683,,16 years and over
20210322,S92000003,4 - Clinically Extremely Vulnerable,177011,,Dose 2,8937,5.04883877273164,,16 years and over
20210323,S92000003,1 - All Care Home Residents,,:,Dose 1,33559,,z,16 years and over
20210323,S92000003,1 - All Care Home Residents,,:,Dose 2,26856,,z,16 years and over
20210323,S92000003,1 - Care Home Residents - Older Adults,27200,,Dose 1,26231,96.4375,,16 years and over
20210323,S92000003,1 - Care Home Residents - Older Adults,27200,,Dose 2,22954,84.3897058823529,,16 years and over
20210323,S92000003,1 - Care Home Staff,50000,,Dose 1,49693,99.386,,16 years and over
20210323,S92000003,1 - Care Home Staff,50000,,Dose 2,36913,73.826,,16 years and over
20210323,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,329931,,z,16 years and over
20210323,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,162661,,z,16 years and over
20210323,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,92300,87.8947167942711,,16 years and over
20210323,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,62575,59.5884279891822,,16 years and over
20210323,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,91325,77.4170304751409,,16 years and over
20210323,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,44142,37.4195736023397,,16 years and over
20210323,S92000003,4 - Clinically Extremely Vulnerable,176730,,Dose 1,164357,92.9989249137102,,16 years and over
20210323,S92000003,4 - Clinically Extremely Vulnerable,176730,,Dose 2,9597,5.43031743337294,,16 years and over
20210323,S92000003,6 - 16 to 64 year olds with underlying health conditions,763735,,Dose 1,614898,80.5119576816566,,16 years and over
20210323,S92000003,6 - 16 to 64 year olds with underlying health conditions,763735,,Dose 2,42085,5.51041918990226,,16 years and over
20210323,S92000003,6 - Unpaid Carers,,:,Dose 1,85692,,z,16 years and over
20210323,S92000003,6 - Unpaid Carers,,:,Dose 2,1482,,z,16 years and over
20210324,S92000003,1 - All Care Home Residents,,:,Dose 1,33631,,z,16 years and over
20210324,S92000003,1 - All Care Home Residents,,:,Dose 2,27184,,z,16 years and over
20210324,S92000003,1 - Care Home Residents - Older Adults,27200,,Dose 1,26239,96.4669117647059,,16 years and over
20210324,S92000003,1 - Care Home Residents - Older Adults,27200,,Dose 2,23200,85.2941176470588,,16 years and over
20210324,S92000003,1 - Care Home Staff,50000,,Dose 1,49908,99.816,,16 years and over
20210324,S92000003,1 - Care Home Staff,50000,,Dose 2,37586,75.172,,16 years and over
20210324,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,331305,,z,16 years and over
20210324,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,169923,,z,16 years and over
20210324,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,92518,88.1023121167105,,16 years and over
20210324,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,64570,61.4882108711385,,16 years and over
20210324,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,91622,77.6688000678167,,16 years and over
20210324,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,45780,38.8081210528547,,16 years and over
20210324,S92000003,4 - Clinically Extremely Vulnerable,176730,,Dose 1,164497,93.0781417982233,,16 years and over
20210324,S92000003,4 - Clinically Extremely Vulnerable,176730,,Dose 2,10497,5.93956883381429,,16 years and over
20210324,S92000003,6 - 16 to 64 year olds with underlying health conditions,763735,,Dose 1,619200,81.0752420669473,,16 years and over
20210324,S92000003,6 - 16 to 64 year olds with underlying health conditions,763735,,Dose 2,43826,5.73837784048132,,16 years and over
20210324,S92000003,6 - Unpaid Carers,,:,Dose 1,87706,,z,16 years and over
20210324,S92000003,6 - Unpaid Carers,,:,Dose 2,1565,,z,16 years and over
20210325,S92000003,1 - All Care Home Residents,,:,Dose 1,33695,,z,16 years and over
20210325,S92000003,1 - All Care Home Residents,,:,Dose 2,27631,,z,16 years and over
20210325,S92000003,1 - Care Home Residents - Older Adults,27200,,Dose 1,26251,96.5110294117647,,16 years and over
20210325,S92000003,1 - Care Home Residents - Older Adults,27200,,Dose 2,23548,86.5735294117647,,16 years and over
20210325,S92000003,1 - Care Home Staff,50000,,Dose 1,50132,100.264,,16 years and over
20210325,S92000003,1 - Care Home Staff,50000,,Dose 2,38292,76.584,,16 years and over
20210325,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,332508,,z,16 years and over
20210325,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,177272,,z,16 years and over
20210325,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,92712,88.2870529082391,,16 years and over
20210325,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,66135,62.9785167409439,,16 years and over
20210325,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,91898,77.9027677701013,,16 years and over
20210325,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,47501,40.2670283558683,,16 years and over
20210325,S92000003,4 - Clinically Extremely Vulnerable,176730,,Dose 1,164627,93.1517003338426,,16 years and over
20210325,S92000003,4 - Clinically Extremely Vulnerable,176730,,Dose 2,11628,6.57952809370226,,16 years and over
20210325,S92000003,6 - 16 to 64 year olds with underlying health conditions,763735,,Dose 1,623417,81.6273969374194,,16 years and over
20210325,S92000003,6 - 16 to 64 year olds with underlying health conditions,763735,,Dose 2,45604,5.97118110339319,,16 years and over
20210325,S92000003,6 - Unpaid Carers,,:,Dose 1,90451,,z,16 years and over
20210325,S92000003,6 - Unpaid Carers,,:,Dose 2,1673,,z,16 years and over
20210326,S92000003,1 - All Care Home Residents,,:,Dose 1,33757,,z,16 years and over
20210326,S92000003,1 - All Care Home Residents,,:,Dose 2,27896,,z,16 years and over
20210326,S92000003,1 - Care Home Residents - Older Adults,27200,,Dose 1,26279,96.6139705882353,,16 years and over
20210326,S92000003,1 - Care Home Residents - Older Adults,27200,,Dose 2,23711,87.1727941176471,,16 years and over
20210326,S92000003,1 - Care Home Staff,50000,,Dose 1,50319,100.638,,16 years and over
20210326,S92000003,1 - Care Home Staff,50000,,Dose 2,38975,77.95,,16 years and over
20210326,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,333771,,z,16 years and over
20210326,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,183567,,z,16 years and over
20210326,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,92849,88.4175141888546,,16 years and over
20210326,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,67212,64.0041138155639,,16 years and over
20210326,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,92187,78.1477556902471,,16 years and over
20210326,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,49032,41.5648709362947,,16 years and over
20210326,S92000003,4 - Clinically Extremely Vulnerable,176730,,Dose 1,164747,93.2196005205681,,16 years and over
20210326,S92000003,4 - Clinically Extremely Vulnerable,176730,,Dose 2,12566,7.11028121994002,,16 years and over
20210326,S92000003,6 - 16 to 64 year olds with underlying health conditions,763735,,Dose 1,627535,82.1665891965145,,16 years and over
20210326,S92000003,6 - 16 to 64 year olds with underlying health conditions,763735,,Dose 2,47126,6.17046488638075,,16 years and over
20210326,S92000003,6 - Unpaid Carers,,:,Dose 1,93342,,z,16 years and over
20210326,S92000003,6 - Unpaid Carers,,:,Dose 2,1760,,z,16 years and over
20210327,S92000003,1 - All Care Home Residents,,:,Dose 1,33859,,z,16 years and over
20210327,S92000003,1 - All Care Home Residents,,:,Dose 2,28117,,z,16 years and over
20210327,S92000003,1 - Care Home Residents - Older Adults,27200,,Dose 1,26290,96.6544117647059,,16 years and over
20210327,S92000003,1 - Care Home Residents - Older Adults,27200,,Dose 2,23834,87.625,,16 years and over
20210327,S92000003,1 - Care Home Staff,50000,,Dose 1,50563,101.126,,16 years and over
20210327,S92000003,1 - Care Home Staff,50000,,Dose 2,39612,79.224,,16 years and over
20210327,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,335117,,z,16 years and over
20210327,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,190913,,z,16 years and over
20210327,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,92945,88.5089323124976,,16 years and over
20210327,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,68341,65.0792290404906,,16 years and over
20210327,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,92411,78.3376425210868,,16 years and over
20210327,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,50627,42.916966896961,,16 years and over
20210327,S92000003,4 - Clinically Extremely Vulnerable,176730,,Dose 1,164844,93.2744865048379,,16 years and over
20210327,S92000003,4 - Clinically Extremely Vulnerable,176730,,Dose 2,13636,7.71572455157585,,16 years and over
20210327,S92000003,6 - 16 to 64 year olds with underlying health conditions,763735,,Dose 1,631403,82.673047588496,,16 years and over
20210327,S92000003,6 - 16 to 64 year olds with underlying health conditions,763735,,Dose 2,48838,6.39462640837463,,16 years and over
20210327,S92000003,6 - Unpaid Carers,,:,Dose 1,95811,,z,16 years and over
20210327,S92000003,6 - Unpaid Carers,,:,Dose 2,1851,,z,16 years and over
20210328,S92000003,1 - All Care Home Residents,,:,Dose 1,33867,,z,16 years and over
20210328,S92000003,1 - All Care Home Residents,,:,Dose 2,28183,,z,16 years and over
20210328,S92000003,1 - Care Home Residents - Older Adults,27200,,Dose 1,26293,96.6654411764706,,16 years and over
20210328,S92000003,1 - Care Home Residents - Older Adults,27200,,Dose 2,23895,87.8492647058824,,16 years and over
20210328,S92000003,1 - Care Home Staff,50000,,Dose 1,50678,101.356,,16 years and over
20210328,S92000003,1 - Care Home Staff,50000,,Dose 2,39870,79.74,,16 years and over
20210328,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,335845,,z,16 years and over
20210328,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,194971,,z,16 years and over
20210328,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,93032,88.5917799870491,,16 years and over
20210328,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,68933,65.6429741362892,,16 years and over
20210328,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,92585,78.485143898614,,16 years and over
20210328,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,51506,43.6621031661934,,16 years and over
20210328,S92000003,4 - Clinically Extremely Vulnerable,176730,,Dose 1,164914,93.3140949470944,,16 years and over
20210328,S92000003,4 - Clinically Extremely Vulnerable,176730,,Dose 2,14726,8.33248458099927,,16 years and over
20210328,S92000003,6 - 16 to 64 year olds with underlying health conditions,763735,,Dose 1,633708,82.9748538432833,,16 years and over
20210328,S92000003,6 - 16 to 64 year olds with underlying health conditions,763735,,Dose 2,49911,6.53512016602617,,16 years and over
20210328,S92000003,6 - Unpaid Carers,,:,Dose 1,99237,,z,16 years and over
20210328,S92000003,6 - Unpaid Carers,,:,Dose 2,1932,,z,16 years and over
20210329,S92000003,1 - All Care Home Residents,,:,Dose 1,33934,,z,16 years and over
20210329,S92000003,1 - All Care Home Residents,,:,Dose 2,28314,,z,16 years and over
20210329,S92000003,1 - Care Home Residents - Older Adults,27200,,Dose 1,26300,96.6911764705882,,16 years and over
20210329,S92000003,1 - Care Home Residents - Older Adults,27200,,Dose 2,23954,88.0661764705882,,16 years and over
20210329,S92000003,1 - Care Home Staff,50000,,Dose 1,50909,101.818,,16 years and over
20210329,S92000003,1 - Care Home Staff,50000,,Dose 2,40282,80.564,,16 years and over
20210329,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,337511,,z,16 years and over
20210329,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,202207,,z,16 years and over
20210329,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,93227,88.777473050699,,16 years and over
20210329,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,70112,66.7657029672799,,16 years and over
20210329,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,93128,78.9454499215869,,16 years and over
20210329,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,53272,45.1591573771881,,16 years and over
20210329,S92000003,4 - Clinically Extremely Vulnerable,176730,,Dose 1,165030,93.3797317942624,,16 years and over
20210329,S92000003,4 - Clinically Extremely Vulnerable,176730,,Dose 2,15382,8.70367226843207,,16 years and over
20210329,S92000003,6 - 16 to 64 year olds with underlying health conditions,763735,,Dose 1,638096,83.5493986788611,,16 years and over
20210329,S92000003,6 - 16 to 64 year olds with underlying health conditions,763735,,Dose 2,51569,6.75221117272352,,16 years and over
20210329,S92000003,6 - Unpaid Carers,,:,Dose 1,103649,,z,16 years and over
20210329,S92000003,6 - Unpaid Carers,,:,Dose 2,2020,,z,16 years and over
20210330,S92000003,1 - All Care Home Residents,,:,Dose 1,34022,,z,16 years and over
20210330,S92000003,1 - All Care Home Residents,,:,Dose 2,28458,,z,16 years and over
20210330,S92000003,1 - Care Home Residents - Older Adults,28308,,Dose 1,27355,96.6334605058641,,16 years and over
20210330,S92000003,1 - Care Home Residents - Older Adults,28308,,Dose 2,24559,86.7563939522396,,16 years and over
