Date,Country,Sex,SexQF,AgeGroup,AgeGroupQF,Population,PopulationQF,Dose,DoseQF,NumberVaccinated,NumberVaccinatedQF,PercentCoverage,PercentCoverageQF,CumulativeNumberVaccinated,CumulativeNumberVaccinatedQF,CumulativePercentCoverage,CumulativePercentCoverageQF
20201208,S92000003,Total,d,55 - 59,"",399344,"",Dose 2,"",0,"",0,"",0,"",0,""
20201208,S92000003,Total,d,60 - 64,"",352569,"",Dose 1,"",167,"",0.0473666147619331,"",167,"",0.0473666147619331,""
20201208,S92000003,Total,d,60 - 64,"",352569,"",Dose 2,"",0,"",0,"",0,"",0,""
20201208,S92000003,Total,d,65 - 69,"",300433,"",Dose 1,"",38,"",0.0126484107937543,"",38,"",0.0126484107937543,""
20201208,S92000003,Total,d,65 - 69,"",300433,"",Dose 2,"",0,"",0,"",0,"",0,""
20201208,S92000003,Total,d,70 - 74,"",285830,"",Dose 1,"",8,"",0.00279886645908407,"",8,"",0.00279886645908407,""
20201208,S92000003,Total,d,70 - 74,"",285830,"",Dose 2,"",0,"",0,"",0,"",0,""
20201208,S92000003,Total,d,75 - 79,"",198210,"",Dose 1,"",0,"",0,"",0,"",0,""
20201208,S92000003,Total,d,75 - 79,"",198210,"",Dose 2,"",0,"",0,"",0,"",0,""
20201208,S92000003,Total,d,80 years and over,d,271607,"",Dose 1,"",4,"",0.00147271609347329,"",4,"",0.00147271609347329,""
20201208,S92000003,Total,d,80 years and over,d,271607,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S92000003,Female,"",16 - 17,"",53579,"",Dose 1,"",0,"",0,"",0,"",0,""
20201209,S92000003,Female,"",16 - 17,"",53579,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S92000003,Female,"",18 - 29,"",413185,"",Dose 1,"",428,"",0.103585560947275,"",593,"",0.143519246826482,""
20201209,S92000003,Female,"",18 - 29,"",413185,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S92000003,Female,"",30 - 39,"",370019,"",Dose 1,"",558,"",0.150803066869539,"",852,"",0.230258446187898,""
20201209,S92000003,Female,"",30 - 39,"",370019,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S92000003,Female,"",40 - 49,"",345328,"",Dose 1,"",712,"",0.206180790436918,"",1098,"",0.317958578510865,""
20201209,S92000003,Female,"",40 - 49,"",345328,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S92000003,Female,"",50 - 54,"",203758,"",Dose 1,"",433,"",0.212506993590436,"",658,"",0.322932105733272,""
20201209,S92000003,Female,"",50 - 54,"",203758,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S92000003,Female,"",55 - 59,"",205996,"",Dose 1,"",456,"",0.221363521621779,"",725,"",0.351948581525855,""
20201209,S92000003,Female,"",55 - 59,"",205996,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S92000003,Female,"",60 - 64,"",181868,"",Dose 1,"",274,"",0.150658719510854,"",403,"",0.221589284536037,""
20201209,S92000003,Female,"",60 - 64,"",181868,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S92000003,Female,"",65 - 69,"",155904,"",Dose 1,"",59,"",0.0378438013136289,"",86,"",0.0551621510673235,""
20201209,S92000003,Female,"",65 - 69,"",155904,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S92000003,Female,"",70 - 74,"",149920,"",Dose 1,"",15,"",0.0100053361792956,"",20,"",0.0133404482390608,""
20201209,S92000003,Female,"",70 - 74,"",149920,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S92000003,Female,"",75 - 79,"",109004,"",Dose 1,"",5,"",0.00458698763348134,"",5,"",0.00458698763348134,""
20201209,S92000003,Female,"",75 - 79,"",109004,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S92000003,Female,"",80 years and over,d,165451,"",Dose 1,"",1,"",0.000604408556007519,"",3,"",0.00181322566802256,""
20201209,S92000003,Female,"",80 years and over,d,165451,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S92000003,Male,"",16 - 17,"",56560,"",Dose 1,"",0,"",0,"",1,"",0.00176803394625177,""
20201209,S92000003,Male,"",16 - 17,"",56560,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S92000003,Male,"",18 - 29,"",420762,"",Dose 1,"",110,"",0.0261430452369748,"",146,"",0.0346989509508939,""
20201209,S92000003,Male,"",18 - 29,"",420762,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S92000003,Male,"",30 - 39,"",359716,"",Dose 1,"",187,"",0.0519854551924296,"",272,"",0.0756152075526249,""
20201209,S92000003,Male,"",30 - 39,"",359716,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S92000003,Male,"",40 - 49,"",328962,"",Dose 1,"",247,"",0.0750846602343128,"",360,"",0.109435132325314,""
20201209,S92000003,Male,"",40 - 49,"",328962,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S92000003,Male,"",50 - 54,"",189355,"",Dose 1,"",126,"",0.0665416809696073,"",191,"",0.100868738612659,""
20201209,S92000003,Male,"",50 - 54,"",189355,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S92000003,Male,"",55 - 59,"",193348,"",Dose 1,"",113,"",0.058443842191282,"",164,"",0.0848211514988518,""
20201209,S92000003,Male,"",55 - 59,"",193348,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S92000003,Male,"",60 - 64,"",170701,"",Dose 1,"",81,"",0.0474513916145775,"",119,"",0.0697125382979596,""
20201209,S92000003,Male,"",60 - 64,"",170701,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S92000003,Male,"",65 - 69,"",144529,"",Dose 1,"",28,"",0.0193732745677338,"",39,"",0.0269842038622007,""
20201209,S92000003,Male,"",65 - 69,"",144529,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S92000003,Male,"",70 - 74,"",135910,"",Dose 1,"",6,"",0.00441468618939004,"",9,"",0.00662202928408506,""
20201209,S92000003,Male,"",70 - 74,"",135910,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S92000003,Male,"",75 - 79,"",89206,"",Dose 1,"",1,"",0.00112100082954061,"",1,"",0.00112100082954061,""
20201209,S92000003,Male,"",75 - 79,"",89206,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S92000003,Male,"",80 years and over,d,106156,"",Dose 1,"",1,"",0.000942009872263461,"",3,"",0.00282602961679038,""
20201209,S92000003,Male,"",80 years and over,d,106156,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S92000003,Total,d,16 - 17,"",110139,"",Dose 1,"",0,"",0,"",1,"",0.000907943598543658,""
20201209,S92000003,Total,d,16 - 17,"",110139,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S92000003,Total,d,16 years and over,d,4549217,"",Dose 1,"",3841,"","",z,5748,"","",z
20201209,S92000003,Total,d,16 years and over,d,4549217,"",Dose 2,"",0,"","",z,0,"","",z
20201209,S92000003,Total,d,18 - 29,"",833947,"",Dose 1,"",538,"",0.0645124930001547,"",739,"",0.088614744102443,""
20201209,S92000003,Total,d,18 - 29,"",833947,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S92000003,Total,d,18 years and over,d,4439078,"",Dose 1,"",3841,"",0.0865269769983767,"",5747,"",0.129463821090776,""
20201209,S92000003,Total,d,18 years and over,d,4439078,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S92000003,Total,d,30 - 39,"",729735,"",Dose 1,"",745,"",0.102091855262527,"",1124,"",0.15402851720145,""
20201209,S92000003,Total,d,30 - 39,"",729735,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S92000003,Total,d,40 - 49,"",674290,"",Dose 1,"",959,"",0.142223672307168,"",1458,"",0.216227439232378,""
20201209,S92000003,Total,d,40 - 49,"",674290,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S92000003,Total,d,40 years and over,d,2875396,"",Dose 1,"",2558,"",0.0889616595418509,"",3884,"",0.135077046778948,""
20201209,S92000003,Total,d,40 years and over,d,2875396,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S92000003,Total,d,50 - 54,"",393113,"",Dose 1,"",559,"",0.142198299216765,"",849,"",0.21596843655641,""
20201209,S92000003,Total,d,50 - 54,"",393113,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S92000003,Total,d,55 - 59,"",399344,"",Dose 1,"",569,"",0.142483673224088,"",889,"",0.222615088745543,""
20201209,S92000003,Total,d,55 - 59,"",399344,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S92000003,Total,d,60 - 64,"",352569,"",Dose 1,"",355,"",0.100689510422073,"",522,"",0.148056125184007,""
20201209,S92000003,Total,d,60 - 64,"",352569,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S92000003,Total,d,65 - 69,"",300433,"",Dose 1,"",87,"",0.028958203659385,"",125,"",0.0416066144531393,""
20201209,S92000003,Total,d,65 - 69,"",300433,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S92000003,Total,d,70 - 74,"",285830,"",Dose 1,"",21,"",0.00734702445509569,"",29,"",0.0101458909141798,""
20201209,S92000003,Total,d,70 - 74,"",285830,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S92000003,Total,d,75 - 79,"",198210,"",Dose 1,"",6,"",0.00302709247767519,"",6,"",0.00302709247767519,""
20201209,S92000003,Total,d,75 - 79,"",198210,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S92000003,Total,d,80 years and over,d,271607,"",Dose 1,"",2,"",0.000736358046736645,"",6,"",0.00220907414020994,""
20201209,S92000003,Total,d,80 years and over,d,271607,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S92000003,Female,"",16 - 17,"",53579,"",Dose 1,"",0,"",0,"",0,"",0,""
20201210,S92000003,Female,"",16 - 17,"",53579,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S92000003,Female,"",18 - 29,"",413185,"",Dose 1,"",571,"",0.138194755375921,"",1164,"",0.281714002202403,""
20201210,S92000003,Female,"",18 - 29,"",413185,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S92000003,Female,"",30 - 39,"",370019,"",Dose 1,"",730,"",0.197287166334702,"",1582,"",0.4275456125226,""
20201210,S92000003,Female,"",30 - 39,"",370019,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S92000003,Female,"",40 - 49,"",345328,"",Dose 1,"",869,"",0.251644813047306,"",1967,"",0.569603391558171,""
20201210,S92000003,Female,"",40 - 49,"",345328,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S92000003,Female,"",50 - 54,"",203758,"",Dose 1,"",607,"",0.297902413647562,"",1265,"",0.620834519380834,""
20201210,S92000003,Female,"",50 - 54,"",203758,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S92000003,Female,"",55 - 59,"",205996,"",Dose 1,"",621,"",0.30146216431387,"",1346,"",0.653410745839725,""
20201210,S92000003,Female,"",55 - 59,"",205996,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S92000003,Female,"",60 - 64,"",181868,"",Dose 1,"",358,"",0.196846064178415,"",761,"",0.418435348714452,""
20201210,S92000003,Female,"",60 - 64,"",181868,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S92000003,Female,"",65 - 69,"",155904,"",Dose 1,"",101,"",0.0647834564860427,"",187,"",0.119945607553366,""
20201210,S92000003,Female,"",65 - 69,"",155904,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S92000003,Female,"",70 - 74,"",149920,"",Dose 1,"",22,"",0.0146744930629669,"",42,"",0.0280149413020277,""
20201210,S92000003,Female,"",70 - 74,"",149920,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S92000003,Female,"",75 - 79,"",109004,"",Dose 1,"",6,"",0.00550438516017761,"",11,"",0.0100913727936589,""
20201210,S92000003,Female,"",75 - 79,"",109004,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S92000003,Female,"",80 years and over,d,165451,"",Dose 1,"",1,"",0.000604408556007519,"",4,"",0.00241763422403008,""
20201210,S92000003,Female,"",80 years and over,d,165451,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S92000003,Male,"",16 - 17,"",56560,"",Dose 1,"",0,"",0,"",1,"",0.00176803394625177,""
20201210,S92000003,Male,"",16 - 17,"",56560,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S92000003,Male,"",18 - 29,"",420762,"",Dose 1,"",143,"",0.0339859588080673,"",289,"",0.0686849097589611,""
20201210,S92000003,Male,"",18 - 29,"",420762,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S92000003,Male,"",30 - 39,"",359716,"",Dose 1,"",237,"",0.0658853095219562,"",509,"",0.141500517074581,""
20201210,S92000003,Male,"",30 - 39,"",359716,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S92000003,Male,"",40 - 49,"",328962,"",Dose 1,"",240,"",0.0729567548835428,"",600,"",0.182391887208857,""
20201210,S92000003,Male,"",40 - 49,"",328962,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S92000003,Male,"",50 - 54,"",189355,"",Dose 1,"",150,"",0.0792162868685802,"",341,"",0.180085025481239,""
20201210,S92000003,Male,"",50 - 54,"",189355,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S92000003,Male,"",55 - 59,"",193348,"",Dose 1,"",150,"",0.0775803214928523,"",314,"",0.162401472991704,""
20201210,S92000003,Male,"",55 - 59,"",193348,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S92000003,Male,"",60 - 64,"",170701,"",Dose 1,"",93,"",0.0544812274093298,"",212,"",0.124193765707289,""
20201210,S92000003,Male,"",60 - 64,"",170701,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S92000003,Male,"",65 - 69,"",144529,"",Dose 1,"",28,"",0.0193732745677338,"",67,"",0.0463574784299345,""
20201210,S92000003,Male,"",65 - 69,"",144529,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S92000003,Male,"",70 - 74,"",135910,"",Dose 1,"",8,"",0.00588624825252005,"",17,"",0.0125082775366051,""
20201210,S92000003,Male,"",70 - 74,"",135910,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S92000003,Male,"",75 - 79,"",89206,"",Dose 1,"",4,"",0.00448400331816246,"",5,"",0.00560500414770307,""
20201210,S92000003,Male,"",75 - 79,"",89206,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S92000003,Male,"",80 years and over,d,106156,"",Dose 1,"",1,"",0.000942009872263461,"",4,"",0.00376803948905385,""
20201210,S92000003,Male,"",80 years and over,d,106156,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S92000003,Total,d,16 - 17,"",110139,"",Dose 1,"",0,"",0,"",1,"",0.000907943598543658,""
20201210,S92000003,Total,d,16 - 17,"",110139,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S92000003,Total,d,16 years and over,d,4549217,"",Dose 1,"",4941,"","",z,10689,"","",z
20201210,S92000003,Total,d,16 years and over,d,4549217,"",Dose 2,"",0,"","",z,0,"","",z
20201210,S92000003,Total,d,18 - 29,"",833947,"",Dose 1,"",714,"",0.0856169516767852,"",1453,"",0.174231695779228,""
20201210,S92000003,Total,d,18 - 29,"",833947,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S92000003,Total,d,18 years and over,d,4439078,"",Dose 1,"",4940,"",0.111284370312934,"",10687,"",0.24074819140371,""
20201210,S92000003,Total,d,18 years and over,d,4439078,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S92000003,Total,d,30 - 39,"",729735,"",Dose 1,"",967,"",0.132513857770286,"",2091,"",0.286542374971736,""
20201210,S92000003,Total,d,30 - 39,"",729735,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S92000003,Total,d,40 - 49,"",674290,"",Dose 1,"",1109,"",0.164469293627371,"",2567,"",0.380696732859749,""
20201210,S92000003,Total,d,40 - 49,"",674290,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S92000003,Total,d,40 years and over,d,2875396,"",Dose 1,"",3259,"",0.113340910260708,"",7143,"",0.248417957039656,""
20201210,S92000003,Total,d,40 years and over,d,2875396,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S92000003,Total,d,50 - 54,"",393113,"",Dose 1,"",757,"",0.192565496434867,"",1606,"",0.408533932991277,""
20201210,S92000003,Total,d,50 - 54,"",393113,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S92000003,Total,d,55 - 59,"",399344,"",Dose 1,"",771,"",0.193066629272006,"",1660,"",0.415681718017549,""
20201210,S92000003,Total,d,55 - 59,"",399344,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S92000003,Total,d,60 - 64,"",352569,"",Dose 1,"",451,"",0.127918223099592,"",973,"",0.275974348283598,""
20201210,S92000003,Total,d,60 - 64,"",352569,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S92000003,Total,d,65 - 69,"",300433,"",Dose 1,"",129,"",0.0429380261156398,"",254,"",0.0845446405687791,""
20201210,S92000003,Total,d,65 - 69,"",300433,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S92000003,Total,d,70 - 74,"",285830,"",Dose 1,"",30,"",0.0104957492215653,"",59,"",0.020641640135745,""
20201210,S92000003,Total,d,70 - 74,"",285830,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S92000003,Total,d,75 - 79,"",198210,"",Dose 1,"",10,"",0.00504515412945866,"",16,"",0.00807224660713385,""
20201210,S92000003,Total,d,75 - 79,"",198210,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S92000003,Total,d,80 years and over,d,271607,"",Dose 1,"",2,"",0.000736358046736645,"",8,"",0.00294543218694658,""
20201210,S92000003,Total,d,80 years and over,d,271607,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S92000003,Female,"",16 - 17,"",53579,"",Dose 1,"",2,"",0.0037328057634521,"",2,"",0.0037328057634521,""
20201211,S92000003,Female,"",16 - 17,"",53579,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S92000003,Female,"",18 - 29,"",413185,"",Dose 1,"",613,"",0.148359693599719,"",1777,"",0.430073695802123,""
20201211,S92000003,Female,"",18 - 29,"",413185,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S92000003,Female,"",30 - 39,"",370019,"",Dose 1,"",770,"",0.208097422024274,"",2352,"",0.635643034546875,""
20201211,S92000003,Female,"",30 - 39,"",370019,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S92000003,Female,"",40 - 49,"",345328,"",Dose 1,"",915,"",0.264965482092388,"",2882,"",0.834568873650558,""
20201211,S92000003,Female,"",40 - 49,"",345328,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S92000003,Female,"",50 - 54,"",203758,"",Dose 1,"",602,"",0.29544852226661,"",1867,"",0.916283041647445,""
20201211,S92000003,Female,"",50 - 54,"",203758,"",Dose 2,"",1,"",0.000490778276190383,"",1,"",0.000490778276190383,""
20201211,S92000003,Female,"",55 - 59,"",205996,"",Dose 1,"",642,"",0.311656537020136,"",1988,"",0.965067282859861,""
20201211,S92000003,Female,"",55 - 59,"",205996,"",Dose 2,"",1,"",0.000485446319346007,"",1,"",0.000485446319346007,""
20201211,S92000003,Female,"",60 - 64,"",181868,"",Dose 1,"",428,"",0.235335518068049,"",1189,"",0.653770866782502,""
20201211,S92000003,Female,"",60 - 64,"",181868,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S92000003,Female,"",65 - 69,"",155904,"",Dose 1,"",113,"",0.0724805008210181,"",300,"",0.192426108374384,""
20201211,S92000003,Female,"",65 - 69,"",155904,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S92000003,Female,"",70 - 74,"",149920,"",Dose 1,"",18,"",0.0120064034151547,"",60,"",0.0400213447171825,""
20201211,S92000003,Female,"",70 - 74,"",149920,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S92000003,Female,"",75 - 79,"",109004,"",Dose 1,"",7,"",0.00642178268687388,"",18,"",0.0165131554805328,""
20201211,S92000003,Female,"",75 - 79,"",109004,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S92000003,Female,"",80 years and over,d,165451,"",Dose 1,"",1,"",0.000604408556007519,"",5,"",0.00302204278003759,""
20201211,S92000003,Female,"",80 years and over,d,165451,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S92000003,Male,"",16 - 17,"",56560,"",Dose 1,"",0,"",0,"",1,"",0.00176803394625177,""
