journeydate,sex,ageband,ccgcode,ccgname,Total
14/09/2020,Female,0-18 years,E38000164,NHS South Warwickshire CCG,29
14/09/2020,Female,0-18 years,E38000167,NHS Southampton CCG,43
14/09/2020,Female,0-18 years,E38000168,NHS Southend CCG,28
14/09/2020,Female,0-18 years,E38000170,NHS Southport and Formby CCG,12
14/09/2020,Female,0-18 years,E38000172,NHS St Helens CCG,30
14/09/2020,Female,0-18 years,E38000173,NHS Stafford and Surrounds CCG,23
14/09/2020,Female,0-18 years,E38000174,NHS Stockport CCG,35
14/09/2020,Female,0-18 years,E38000175,NHS Stoke on Trent CCG,37
14/09/2020,Female,0-18 years,E38000176,NHS Sunderland CCG,40
14/09/2020,Female,0-18 years,E38000178,NHS Surrey Heath CCG,16
14/09/2020,Female,0-18 years,E38000182,NHS Tameside and Glossop CCG,44
14/09/2020,Female,0-18 years,E38000183,NHS Telford and Wrekin CCG,29
14/09/2020,Female,0-18 years,E38000185,NHS Thurrock CCG,22
14/09/2020,Female,0-18 years,E38000186,NHS Tower Hamlets CCG,38
14/09/2020,Female,0-18 years,E38000187,NHS Trafford CCG,24
14/09/2020,Female,0-18 years,E38000188,NHS Vale of York CCG,27
14/09/2020,Female,0-18 years,E38000190,NHS Wakefield CCG,62
14/09/2020,Female,0-18 years,E38000191,NHS Walsall CCG,35
14/09/2020,Female,0-18 years,E38000192,NHS Waltham Forest CCG,33
14/09/2020,Female,0-18 years,E38000194,NHS Warrington CCG,28
14/09/2020,Female,0-18 years,E38000195,NHS Warwickshire North CCG,19
14/09/2020,Female,0-18 years,E38000197,NHS West Essex CCG,41
14/09/2020,Female,0-18 years,E38000198,NHS West Hampshire CCG,73
14/09/2020,Female,0-18 years,E38000200,NHS West Lancashire CCG,12
14/09/2020,Female,0-18 years,E38000201,NHS West Leicestershire CCG,37
14/09/2020,Female,0-18 years,E38000202,NHS West London CCG,23
14/09/2020,Female,0-18 years,E38000204,NHS West Suffolk CCG,25
14/09/2020,Female,0-18 years,E38000205,NHS Wigan Borough CCG,41
14/09/2020,Female,0-18 years,E38000208,NHS Wirral CCG,46
14/09/2020,Female,0-18 years,E38000210,NHS Wolverhampton CCG,41
14/09/2020,Female,0-18 years,E38000212,NHS Newcastle Gateshead CCG,54
14/09/2020,Female,0-18 years,E38000215,NHS North Cumbria CCG,30
14/09/2020,Female,0-18 years,E38000217,NHS Manchester CCG,64
14/09/2020,Female,0-18 years,E38000220,NHS Birmingham and Solihull CCG,190
14/09/2020,Female,0-18 years,E38000221,NHS Berkshire West CCG,77
14/09/2020,Female,0-18 years,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",157
14/09/2020,Female,0-18 years,E38000223,NHS Buckinghamshire CCG,68
14/09/2020,Female,0-18 years,E38000224,NHS East Berkshire CCG,63
14/09/2020,Female,0-18 years,E38000225,NHS Leeds CCG,65
14/09/2020,Female,0-18 years,E38000226,NHS Fylde and Wyre CCG,17
14/09/2020,Female,0-18 years,E38000227,NHS Greater Preston CCG,35
14/09/2020,Female,0-18 years,E38000228,NHS Morecambe Bay CCG,24
14/09/2020,Female,0-18 years,E38000229,NHS Derby and Derbyshire CCG,171
14/09/2020,Female,0-18 years,E38000230,NHS Devon CCG,175
14/09/2020,Female,0-18 years,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",158
14/09/2020,Female,0-18 years,E38000232,NHS Bradford District and Craven CCG,61
14/09/2020,Female,0-18 years,E38000233,NHS Cheshire CCG,95
14/09/2020,Female,0-18 years,E38000234,NHS County Durham CCG,52
14/09/2020,Female,0-18 years,E38000235,NHS East Sussex CCG,62
14/09/2020,Female,0-18 years,E38000236,NHS Herefordshire and Worcestershire CCG,108
14/09/2020,Female,0-18 years,E38000237,NHS Kent and Medway CCG,240
14/09/2020,Female,0-18 years,E38000238,NHS Lincolnshire CCG,103
14/09/2020,Female,0-18 years,E38000239,NHS Norfolk and Waveney CCG,160
14/09/2020,Female,0-18 years,E38000240,NHS North Central London CCG,112
14/09/2020,Female,0-18 years,E38000241,NHS North Yorkshire CCG,42
14/09/2020,Female,0-18 years,E38000242,NHS Northamptonshire CCG,106
14/09/2020,Female,0-18 years,E38000243,NHS Nottingham and Nottinghamshire CCG,168
14/09/2020,Female,0-18 years,E38000244,NHS South East London CCG,220
14/09/2020,Female,0-18 years,E38000245,NHS South West London CCG,191
14/09/2020,Female,0-18 years,E38000246,NHS Surrey Heartlands CCG,126
14/09/2020,Female,0-18 years,E38000247,NHS Tees Valley CCG,101
14/09/2020,Female,0-18 years,E38000248,NHS West Sussex CCG,99
14/09/2020,Female,19-69 years,E38000004,NHS Barking and Dagenham CCG,25
14/09/2020,Female,19-69 years,E38000006,NHS Barnsley CCG,39
14/09/2020,Female,19-69 years,E38000007,NHS Basildon and Brentwood CCG,43
14/09/2020,Female,19-69 years,E38000008,NHS Bassetlaw CCG,23
14/09/2020,Female,19-69 years,E38000010,NHS Bedfordshire CCG,73
14/09/2020,Female,19-69 years,E38000014,NHS Blackburn with Darwen CCG,39
14/09/2020,Female,19-69 years,E38000015,NHS Blackpool CCG,32
14/09/2020,Female,19-69 years,E38000016,NHS Bolton CCG,53
14/09/2020,Female,19-69 years,E38000020,NHS Brent CCG,32
14/09/2020,Female,19-69 years,E38000021,NHS Brighton and Hove CCG,39
14/09/2020,Female,19-69 years,E38000024,NHS Bury CCG,30
14/09/2020,Female,19-69 years,E38000025,NHS Calderdale CCG,28
14/09/2020,Female,19-69 years,E38000026,NHS Cambridgeshire and Peterborough CCG,138
14/09/2020,Female,19-69 years,E38000028,NHS Cannock Chase CCG,24
14/09/2020,Female,19-69 years,E38000030,NHS Castle Point and Rochford CCG,34
14/09/2020,Female,19-69 years,E38000031,NHS Central London (Westminster) CCG,11
14/09/2020,Female,19-69 years,E38000034,NHS Chorley and South Ribble CCG,30
14/09/2020,Female,19-69 years,E38000035,NHS City and Hackney CCG,23
14/09/2020,Female,19-69 years,E38000038,NHS Coventry and Rugby CCG,68
14/09/2020,Female,19-69 years,E38000044,NHS Doncaster CCG,71
14/09/2020,Female,19-69 years,E38000045,NHS Dorset CCG,117
14/09/2020,Female,19-69 years,E38000046,NHS Dudley CCG,77
14/09/2020,Female,19-69 years,E38000048,NHS Ealing CCG,29
14/09/2020,Female,19-69 years,E38000049,NHS East and North Hertfordshire CCG,84
14/09/2020,Female,19-69 years,E38000050,NHS East Lancashire CCG,53
14/09/2020,Female,19-69 years,E38000051,NHS East Leicestershire and Rutland CCG,42
14/09/2020,Female,19-69 years,E38000052,NHS East Riding of Yorkshire CCG,38
14/09/2020,Female,19-69 years,E38000053,NHS East Staffordshire CCG,24
14/09/2020,Female,19-69 years,E38000059,NHS Fareham and Gosport CCG,27
14/09/2020,Female,19-69 years,E38000062,NHS Gloucestershire CCG,127
14/09/2020,Female,19-69 years,E38000064,NHS Greater Huddersfield CCG,25
14/09/2020,Female,19-69 years,E38000068,NHS Halton CCG,34
14/09/2020,Female,19-69 years,E38000070,NHS Hammersmith and Fulham CCG,20
14/09/2020,Female,19-69 years,E38000074,NHS Harrow CCG,28
14/09/2020,Female,19-69 years,E38000077,NHS Havering CCG,41
14/09/2020,Female,19-69 years,E38000079,NHS Herts Valleys CCG,92
14/09/2020,Female,19-69 years,E38000080,"NHS Heywood, Middleton and Rochdale CCG",26
14/09/2020,Female,19-69 years,E38000082,NHS Hillingdon CCG,39
14/09/2020,Female,19-69 years,E38000084,NHS Hounslow CCG,18
14/09/2020,Female,19-69 years,E38000085,NHS Hull CCG,44
14/09/2020,Female,19-69 years,E38000086,NHS Ipswich and East Suffolk CCG,62
14/09/2020,Female,19-69 years,E38000087,NHS Isle of Wight CCG,17
14/09/2020,Female,19-69 years,E38000089,NHS Kernow CCG,84
14/09/2020,Female,19-69 years,E38000091,NHS Knowsley CCG,43
14/09/2020,Female,19-69 years,E38000097,NHS Leicester City CCG,48
14/09/2020,Female,19-69 years,E38000101,NHS Liverpool CCG,136
14/09/2020,Female,19-69 years,E38000102,NHS Luton CCG,26
14/09/2020,Female,19-69 years,E38000106,NHS Mid Essex CCG,69
14/09/2020,Female,19-69 years,E38000107,NHS Milton Keynes CCG,42
14/09/2020,Female,19-69 years,E38000113,NHS Newham CCG,25
14/09/2020,Female,19-69 years,E38000117,NHS North East Essex CCG,54
14/09/2020,Female,19-69 years,E38000118,NHS North East Hampshire and Farnham CCG,33
14/09/2020,Female,19-69 years,E38000119,NHS North East Lincolnshire CCG,47
14/09/2020,Female,19-69 years,E38000120,NHS North Hampshire CCG,44
14/09/2020,Female,19-69 years,E38000121,NHS North Kirklees CCG,7
14/09/2020,Female,19-69 years,E38000122,NHS North Lincolnshire CCG,30
14/09/2020,Female,19-69 years,E38000126,NHS North Staffordshire CCG,38
14/09/2020,Female,19-69 years,E38000127,NHS North Tyneside CCG,55
14/09/2020,Female,19-69 years,E38000130,NHS Northumberland CCG,68
14/09/2020,Female,19-69 years,E38000135,NHS Oldham CCG,31
14/09/2020,Female,19-69 years,E38000136,NHS Oxfordshire CCG,101
14/09/2020,Female,19-69 years,E38000137,NHS Portsmouth CCG,29
14/09/2020,Female,19-69 years,E38000138,NHS Redbridge CCG,31
14/09/2020,Female,19-69 years,E38000141,NHS Rotherham CCG,46
14/09/2020,Female,19-69 years,E38000143,NHS Salford CCG,53
14/09/2020,Female,19-69 years,E38000144,NHS Sandwell and West Birmingham CCG,96
14/09/2020,Female,19-69 years,E38000146,NHS Sheffield CCG,93
14/09/2020,Female,19-69 years,E38000147,NHS Shropshire CCG,53
14/09/2020,Female,19-69 years,E38000150,NHS Somerset CCG,79
14/09/2020,Female,19-69 years,E38000153,NHS South East Staffordshire and Seisdon Peninsula CCG,60
14/09/2020,Female,19-69 years,E38000154,NHS South Eastern Hampshire CCG,32
14/09/2020,Female,19-69 years,E38000161,NHS South Sefton CCG,38
14/09/2020,Female,19-69 years,E38000163,NHS South Tyneside CCG,37
14/09/2020,Female,19-69 years,E38000164,NHS South Warwickshire CCG,38
14/09/2020,Female,19-69 years,E38000167,NHS Southampton CCG,45
14/09/2020,Female,19-69 years,E38000168,NHS Southend CCG,37
14/09/2020,Female,19-69 years,E38000170,NHS Southport and Formby CCG,13
14/09/2020,Female,19-69 years,E38000172,NHS St Helens CCG,48
14/09/2020,Female,19-69 years,E38000173,NHS Stafford and Surrounds CCG,16
14/09/2020,Female,19-69 years,E38000174,NHS Stockport CCG,51
14/09/2020,Female,19-69 years,E38000175,NHS Stoke on Trent CCG,63
14/09/2020,Female,19-69 years,E38000176,NHS Sunderland CCG,73
14/09/2020,Female,19-69 years,E38000178,NHS Surrey Heath CCG,9
14/09/2020,Female,19-69 years,E38000182,NHS Tameside and Glossop CCG,49
14/09/2020,Female,19-69 years,E38000183,NHS Telford and Wrekin CCG,35
14/09/2020,Female,19-69 years,E38000185,NHS Thurrock CCG,35
14/09/2020,Female,19-69 years,E38000186,NHS Tower Hamlets CCG,54
14/09/2020,Female,19-69 years,E38000187,NHS Trafford CCG,36
14/09/2020,Female,19-69 years,E38000188,NHS Vale of York CCG,44
14/09/2020,Female,19-69 years,E38000190,NHS Wakefield CCG,63
14/09/2020,Female,19-69 years,E38000191,NHS Walsall CCG,69
14/09/2020,Female,19-69 years,E38000192,NHS Waltham Forest CCG,28
14/09/2020,Female,19-69 years,E38000194,NHS Warrington CCG,37
14/09/2020,Female,19-69 years,E38000195,NHS Warwickshire North CCG,40
14/09/2020,Female,19-69 years,E38000197,NHS West Essex CCG,55
14/09/2020,Female,19-69 years,E38000198,NHS West Hampshire CCG,76
14/09/2020,Female,19-69 years,E38000200,NHS West Lancashire CCG,22
14/09/2020,Female,19-69 years,E38000201,NHS West Leicestershire CCG,55
14/09/2020,Female,19-69 years,E38000202,NHS West London CCG,23
14/09/2020,Female,19-69 years,E38000204,NHS West Suffolk CCG,32
14/09/2020,Female,19-69 years,E38000205,NHS Wigan Borough CCG,67
14/09/2020,Female,19-69 years,E38000208,NHS Wirral CCG,53
14/09/2020,Female,19-69 years,E38000210,NHS Wolverhampton CCG,54
14/09/2020,Female,19-69 years,E38000212,NHS Newcastle Gateshead CCG,69
14/09/2020,Female,19-69 years,E38000215,NHS North Cumbria CCG,48
14/09/2020,Female,19-69 years,E38000217,NHS Manchester CCG,91
14/09/2020,Female,19-69 years,E38000220,NHS Birmingham and Solihull CCG,209
14/09/2020,Female,19-69 years,E38000221,NHS Berkshire West CCG,99
14/09/2020,Female,19-69 years,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",160
14/09/2020,Female,19-69 years,E38000223,NHS Buckinghamshire CCG,68
14/09/2020,Female,19-69 years,E38000224,NHS East Berkshire CCG,59
14/09/2020,Female,19-69 years,E38000225,NHS Leeds CCG,122
14/09/2020,Female,19-69 years,E38000226,NHS Fylde and Wyre CCG,24
14/09/2020,Female,19-69 years,E38000227,NHS Greater Preston CCG,44
14/09/2020,Female,19-69 years,E38000228,NHS Morecambe Bay CCG,49
14/09/2020,Female,19-69 years,E38000229,NHS Derby and Derbyshire CCG,190
14/09/2020,Female,19-69 years,E38000230,NHS Devon CCG,189
14/09/2020,Female,19-69 years,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",145
14/09/2020,Female,19-69 years,E38000232,NHS Bradford District and Craven CCG,89
14/09/2020,Female,19-69 years,E38000233,NHS Cheshire CCG,155
14/09/2020,Female,19-69 years,E38000234,NHS County Durham CCG,106
14/09/2020,Female,19-69 years,E38000235,NHS East Sussex CCG,65
14/09/2020,Female,19-69 years,E38000236,NHS Herefordshire and Worcestershire CCG,148
14/09/2020,Female,19-69 years,E38000237,NHS Kent and Medway CCG,276
14/09/2020,Female,19-69 years,E38000238,NHS Lincolnshire CCG,102
14/09/2020,Female,19-69 years,E38000239,NHS Norfolk and Waveney CCG,149
14/09/2020,Female,19-69 years,E38000240,NHS North Central London CCG,146
14/09/2020,Female,19-69 years,E38000241,NHS North Yorkshire CCG,54
14/09/2020,Female,19-69 years,E38000242,NHS Northamptonshire CCG,110
14/09/2020,Female,19-69 years,E38000243,NHS Nottingham and Nottinghamshire CCG,241
14/09/2020,Female,19-69 years,E38000244,NHS South East London CCG,233
14/09/2020,Female,19-69 years,E38000245,NHS South West London CCG,194
14/09/2020,Female,19-69 years,E38000246,NHS Surrey Heartlands CCG,135
14/09/2020,Female,19-69 years,E38000247,NHS Tees Valley CCG,142
14/09/2020,Female,19-69 years,E38000248,NHS West Sussex CCG,93
14/09/2020,Female,70+ years,E38000004,NHS Barking and Dagenham CCG,1
14/09/2020,Female,70+ years,E38000015,NHS Blackpool CCG,2
14/09/2020,Female,70+ years,E38000016,NHS Bolton CCG,1
14/09/2020,Female,70+ years,E38000025,NHS Calderdale CCG,1
14/09/2020,Female,70+ years,E38000026,NHS Cambridgeshire and Peterborough CCG,1
14/09/2020,Female,70+ years,E38000031,NHS Central London (Westminster) CCG,1
14/09/2020,Female,70+ years,E38000034,NHS Chorley and South Ribble CCG,1
14/09/2020,Female,70+ years,E38000045,NHS Dorset CCG,2
14/09/2020,Female,70+ years,E38000050,NHS East Lancashire CCG,2
14/09/2020,Female,70+ years,E38000051,NHS East Leicestershire and Rutland CCG,1
14/09/2020,Female,70+ years,E38000062,NHS Gloucestershire CCG,1
14/09/2020,Female,70+ years,E38000068,NHS Halton CCG,2
14/09/2020,Female,70+ years,E38000079,NHS Herts Valleys CCG,2
14/09/2020,Female,70+ years,E38000086,NHS Ipswich and East Suffolk CCG,1
14/09/2020,Female,70+ years,E38000089,NHS Kernow CCG,1
14/09/2020,Female,70+ years,E38000101,NHS Liverpool CCG,6
14/09/2020,Female,70+ years,E38000106,NHS Mid Essex CCG,1
14/09/2020,Female,70+ years,E38000122,NHS North Lincolnshire CCG,1
14/09/2020,Female,70+ years,E38000126,NHS North Staffordshire CCG,1
14/09/2020,Female,70+ years,E38000127,NHS North Tyneside CCG,2
14/09/2020,Female,70+ years,E38000130,NHS Northumberland CCG,2
14/09/2020,Female,70+ years,E38000136,NHS Oxfordshire CCG,1
14/09/2020,Female,70+ years,E38000137,NHS Portsmouth CCG,1
14/09/2020,Female,70+ years,E38000146,NHS Sheffield CCG,1
14/09/2020,Female,70+ years,E38000150,NHS Somerset CCG,2
14/09/2020,Female,70+ years,E38000153,NHS South East Staffordshire and Seisdon Peninsula CCG,1
14/09/2020,Female,70+ years,E38000163,NHS South Tyneside CCG,1
14/09/2020,Female,70+ years,E38000167,NHS Southampton CCG,2
14/09/2020,Female,70+ years,E38000174,NHS Stockport CCG,1
14/09/2020,Female,70+ years,E38000176,NHS Sunderland CCG,1
14/09/2020,Female,70+ years,E38000178,NHS Surrey Heath CCG,2
14/09/2020,Female,70+ years,E38000182,NHS Tameside and Glossop CCG,1
14/09/2020,Female,70+ years,E38000188,NHS Vale of York CCG,1
14/09/2020,Female,70+ years,E38000190,NHS Wakefield CCG,1
14/09/2020,Female,70+ years,E38000192,NHS Waltham Forest CCG,1
14/09/2020,Female,70+ years,E38000194,NHS Warrington CCG,1
14/09/2020,Female,70+ years,E38000198,NHS West Hampshire CCG,1
14/09/2020,Female,70+ years,E38000208,NHS Wirral CCG,1
14/09/2020,Female,70+ years,E38000212,NHS Newcastle Gateshead CCG,1
14/09/2020,Female,70+ years,E38000217,NHS Manchester CCG,1
14/09/2020,Female,70+ years,E38000220,NHS Birmingham and Solihull CCG,3
14/09/2020,Female,70+ years,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",2
14/09/2020,Female,70+ years,E38000223,NHS Buckinghamshire CCG,1
14/09/2020,Female,70+ years,E38000225,NHS Leeds CCG,2
14/09/2020,Female,70+ years,E38000226,NHS Fylde and Wyre CCG,3
14/09/2020,Female,70+ years,E38000228,NHS Morecambe Bay CCG,3
14/09/2020,Female,70+ years,E38000229,NHS Derby and Derbyshire CCG,1
14/09/2020,Female,70+ years,E38000230,NHS Devon CCG,2
14/09/2020,Female,70+ years,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",3
14/09/2020,Female,70+ years,E38000232,NHS Bradford District and Craven CCG,1
14/09/2020,Female,70+ years,E38000233,NHS Cheshire CCG,3
14/09/2020,Female,70+ years,E38000234,NHS County Durham CCG,3
14/09/2020,Female,70+ years,E38000235,NHS East Sussex CCG,2
14/09/2020,Female,70+ years,E38000236,NHS Herefordshire and Worcestershire CCG,3
14/09/2020,Female,70+ years,E38000237,NHS Kent and Medway CCG,3
14/09/2020,Female,70+ years,E38000238,NHS Lincolnshire CCG,1
14/09/2020,Female,70+ years,E38000239,NHS Norfolk and Waveney CCG,2
14/09/2020,Female,70+ years,E38000240,NHS North Central London CCG,3
14/09/2020,Female,70+ years,E38000244,NHS South East London CCG,2
14/09/2020,Female,70+ years,E38000246,NHS Surrey Heartlands CCG,3
14/09/2020,Female,70+ years,E38000247,NHS Tees Valley CCG,1
14/09/2020,Female,70+ years,E38000248,NHS West Sussex CCG,1
14/09/2020,Male,0-18 years,E38000004,NHS Barking and Dagenham CCG,28
14/09/2020,Male,0-18 years,E38000006,NHS Barnsley CCG,40
14/09/2020,Male,0-18 years,E38000007,NHS Basildon and Brentwood CCG,33
14/09/2020,Male,0-18 years,E38000008,NHS Bassetlaw CCG,21
14/09/2020,Male,0-18 years,E38000010,NHS Bedfordshire CCG,66
14/09/2020,Male,0-18 years,E38000014,NHS Blackburn with Darwen CCG,14
14/09/2020,Male,0-18 years,E38000015,NHS Blackpool CCG,24
14/09/2020,Male,0-18 years,E38000016,NHS Bolton CCG,43
14/09/2020,Male,0-18 years,E38000020,NHS Brent CCG,32
14/09/2020,Male,0-18 years,E38000021,NHS Brighton and Hove CCG,29
14/09/2020,Male,0-18 years,E38000024,NHS Bury CCG,17
14/09/2020,Male,0-18 years,E38000025,NHS Calderdale CCG,32
14/09/2020,Male,0-18 years,E38000026,NHS Cambridgeshire and Peterborough CCG,119
14/09/2020,Male,0-18 years,E38000028,NHS Cannock Chase CCG,22
14/09/2020,Male,0-18 years,E38000030,NHS Castle Point and Rochford CCG,23
14/09/2020,Male,0-18 years,E38000031,NHS Central London (Westminster) CCG,16
14/09/2020,Male,0-18 years,E38000034,NHS Chorley and South Ribble CCG,29
14/09/2020,Male,0-18 years,E38000035,NHS City and Hackney CCG,16
14/09/2020,Male,0-18 years,E38000038,NHS Coventry and Rugby CCG,74
14/09/2020,Male,0-18 years,E38000044,NHS Doncaster CCG,52
14/09/2020,Male,0-18 years,E38000045,NHS Dorset CCG,106
14/09/2020,Male,0-18 years,E38000046,NHS Dudley CCG,58
14/09/2020,Male,0-18 years,E38000048,NHS Ealing CCG,44
14/09/2020,Male,0-18 years,E38000049,NHS East and North Hertfordshire CCG,85
14/09/2020,Male,0-18 years,E38000050,NHS East Lancashire CCG,43
14/09/2020,Male,0-18 years,E38000051,NHS East Leicestershire and Rutland CCG,49
14/09/2020,Male,0-18 years,E38000052,NHS East Riding of Yorkshire CCG,30
14/09/2020,Male,0-18 years,E38000053,NHS East Staffordshire CCG,24
14/09/2020,Male,0-18 years,E38000059,NHS Fareham and Gosport CCG,34
14/09/2020,Male,0-18 years,E38000062,NHS Gloucestershire CCG,103
14/09/2020,Male,0-18 years,E38000064,NHS Greater Huddersfield CCG,15
14/09/2020,Male,0-18 years,E38000068,NHS Halton CCG,32
14/09/2020,Male,0-18 years,E38000070,NHS Hammersmith and Fulham CCG,22
14/09/2020,Male,0-18 years,E38000074,NHS Harrow CCG,35
14/09/2020,Male,0-18 years,E38000077,NHS Havering CCG,26
14/09/2020,Male,0-18 years,E38000079,NHS Herts Valleys CCG,92
14/09/2020,Male,0-18 years,E38000080,"NHS Heywood, Middleton and Rochdale CCG",37
14/09/2020,Male,0-18 years,E38000082,NHS Hillingdon CCG,48
14/09/2020,Male,0-18 years,E38000084,NHS Hounslow CCG,49
14/09/2020,Male,0-18 years,E38000085,NHS Hull CCG,31
14/09/2020,Male,0-18 years,E38000086,NHS Ipswich and East Suffolk CCG,42
14/09/2020,Male,0-18 years,E38000087,NHS Isle of Wight CCG,9
14/09/2020,Male,0-18 years,E38000089,NHS Kernow CCG,98
14/09/2020,Male,0-18 years,E38000091,NHS Knowsley CCG,28
14/09/2020,Male,0-18 years,E38000097,NHS Leicester City CCG,43
14/09/2020,Male,0-18 years,E38000101,NHS Liverpool CCG,85
14/09/2020,Male,0-18 years,E38000102,NHS Luton CCG,23
