journeydate,sex,ageband,ccgcode,ccgname,Total
20/04/2020,Female,19-69 years,E38000195,NHS Warwickshire North CCG,32
20/04/2020,Female,19-69 years,E38000197,NHS West Essex CCG,55
20/04/2020,Female,19-69 years,E38000198,NHS West Hampshire CCG,116
20/04/2020,Female,19-69 years,E38000200,NHS West Lancashire CCG,33
20/04/2020,Female,19-69 years,E38000201,NHS West Leicestershire CCG,98
20/04/2020,Female,19-69 years,E38000202,NHS West London CCG,28
20/04/2020,Female,19-69 years,E38000204,NHS West Suffolk CCG,38
20/04/2020,Female,19-69 years,E38000205,NHS Wigan Borough CCG,106
20/04/2020,Female,19-69 years,E38000208,NHS Wirral CCG,91
20/04/2020,Female,19-69 years,E38000210,NHS Wolverhampton CCG,52
20/04/2020,Female,19-69 years,E38000212,NHS Newcastle Gateshead CCG,140
20/04/2020,Female,19-69 years,E38000215,NHS North Cumbria CCG,53
20/04/2020,Female,19-69 years,E38000217,NHS Manchester CCG,127
20/04/2020,Female,19-69 years,E38000220,NHS Birmingham and Solihull CCG,211
20/04/2020,Female,19-69 years,E38000221,NHS Berkshire West CCG,76
20/04/2020,Female,19-69 years,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",226
20/04/2020,Female,19-69 years,E38000223,NHS Buckinghamshire CCG,99
20/04/2020,Female,19-69 years,E38000224,NHS East Berkshire CCG,98
20/04/2020,Female,19-69 years,E38000225,NHS Leeds CCG,159
20/04/2020,Female,19-69 years,E38000226,NHS Fylde and Wyre CCG,40
20/04/2020,Female,19-69 years,E38000227,NHS Greater Preston CCG,68
20/04/2020,Female,19-69 years,E38000228,NHS Morecambe Bay CCG,64
20/04/2020,Female,19-69 years,E38000229,NHS Derby and Derbyshire CCG,274
20/04/2020,Female,19-69 years,E38000230,NHS Devon CCG,206
20/04/2020,Female,19-69 years,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",160
20/04/2020,Female,19-69 years,E38000232,NHS Bradford District and Craven CCG,136
20/04/2020,Female,19-69 years,E38000233,NHS Cheshire CCG,174
20/04/2020,Female,19-69 years,E38000234,NHS County Durham CCG,153
20/04/2020,Female,19-69 years,E38000235,NHS East Sussex CCG,82
20/04/2020,Female,19-69 years,E38000236,NHS Herefordshire and Worcestershire CCG,149
20/04/2020,Female,19-69 years,E38000237,NHS Kent and Medway CCG,375
20/04/2020,Female,19-69 years,E38000238,NHS Lincolnshire CCG,138
20/04/2020,Female,19-69 years,E38000239,NHS Norfolk and Waveney CCG,218
20/04/2020,Female,19-69 years,E38000240,NHS North Central London CCG,243
20/04/2020,Female,19-69 years,E38000241,NHS North Yorkshire CCG,93
20/04/2020,Female,19-69 years,E38000242,NHS Northamptonshire CCG,170
20/04/2020,Female,19-69 years,E38000243,NHS Nottingham and Nottinghamshire CCG,185
20/04/2020,Female,19-69 years,E38000244,NHS South East London CCG,317
20/04/2020,Female,19-69 years,E38000245,NHS South West London CCG,206
20/04/2020,Female,19-69 years,E38000246,NHS Surrey Heartlands CCG,152
20/04/2020,Female,19-69 years,E38000247,NHS Tees Valley CCG,187
20/04/2020,Female,19-69 years,E38000248,NHS West Sussex CCG,177
20/04/2020,Female,70+ years,E38000006,NHS Barnsley CCG,1
20/04/2020,Female,70+ years,E38000010,NHS Bedfordshire CCG,3
20/04/2020,Female,70+ years,E38000014,NHS Blackburn with Darwen CCG,3
20/04/2020,Female,70+ years,E38000016,NHS Bolton CCG,2
20/04/2020,Female,70+ years,E38000020,NHS Brent CCG,1
20/04/2020,Female,70+ years,E38000021,NHS Brighton and Hove CCG,1
20/04/2020,Female,70+ years,E38000024,NHS Bury CCG,3
20/04/2020,Female,70+ years,E38000026,NHS Cambridgeshire and Peterborough CCG,4
20/04/2020,Female,70+ years,E38000030,NHS Castle Point and Rochford CCG,1
20/04/2020,Female,70+ years,E38000031,NHS Central London (Westminster) CCG,1
20/04/2020,Female,70+ years,E38000038,NHS Coventry and Rugby CCG,3
20/04/2020,Female,70+ years,E38000045,NHS Dorset CCG,9
20/04/2020,Female,70+ years,E38000046,NHS Dudley CCG,3
20/04/2020,Female,70+ years,E38000048,NHS Ealing CCG,2
20/04/2020,Female,70+ years,E38000050,NHS East Lancashire CCG,2
20/04/2020,Female,70+ years,E38000051,NHS East Leicestershire and Rutland CCG,1
20/04/2020,Female,70+ years,E38000052,NHS East Riding of Yorkshire CCG,2
20/04/2020,Female,70+ years,E38000053,NHS East Staffordshire CCG,2
20/04/2020,Female,70+ years,E38000059,NHS Fareham and Gosport CCG,1
20/04/2020,Female,70+ years,E38000062,NHS Gloucestershire CCG,4
20/04/2020,Female,70+ years,E38000064,NHS Greater Huddersfield CCG,2
20/04/2020,Female,70+ years,E38000068,NHS Halton CCG,2
20/04/2020,Female,70+ years,E38000074,NHS Harrow CCG,1
20/04/2020,Female,70+ years,E38000077,NHS Havering CCG,2
20/04/2020,Female,70+ years,E38000079,NHS Herts Valleys CCG,3
20/04/2020,Female,70+ years,E38000080,"NHS Heywood, Middleton and Rochdale CCG",1
20/04/2020,Female,70+ years,E38000082,NHS Hillingdon CCG,2
20/04/2020,Female,70+ years,E38000084,NHS Hounslow CCG,1
20/04/2020,Female,70+ years,E38000085,NHS Hull CCG,3
20/04/2020,Female,70+ years,E38000086,NHS Ipswich and East Suffolk CCG,2
20/04/2020,Female,70+ years,E38000087,NHS Isle of Wight CCG,1
20/04/2020,Female,70+ years,E38000089,NHS Kernow CCG,3
20/04/2020,Female,70+ years,E38000091,NHS Knowsley CCG,1
20/04/2020,Female,70+ years,E38000097,NHS Leicester City CCG,3
20/04/2020,Female,70+ years,E38000101,NHS Liverpool CCG,5
20/04/2020,Female,70+ years,E38000106,NHS Mid Essex CCG,2
20/04/2020,Female,70+ years,E38000113,NHS Newham CCG,1
20/04/2020,Female,70+ years,E38000117,NHS North East Essex CCG,2
20/04/2020,Female,70+ years,E38000118,NHS North East Hampshire and Farnham CCG,3
20/04/2020,Female,70+ years,E38000119,NHS North East Lincolnshire CCG,1
20/04/2020,Female,70+ years,E38000121,NHS North Kirklees CCG,2
20/04/2020,Female,70+ years,E38000126,NHS North Staffordshire CCG,1
20/04/2020,Female,70+ years,E38000127,NHS North Tyneside CCG,2
20/04/2020,Female,70+ years,E38000130,NHS Northumberland CCG,1
20/04/2020,Female,70+ years,E38000135,NHS Oldham CCG,3
20/04/2020,Female,70+ years,E38000136,NHS Oxfordshire CCG,4
20/04/2020,Female,70+ years,E38000138,NHS Redbridge CCG,1
20/04/2020,Female,70+ years,E38000141,NHS Rotherham CCG,2
20/04/2020,Female,70+ years,E38000144,NHS Sandwell and West Birmingham CCG,1
20/04/2020,Female,70+ years,E38000146,NHS Sheffield CCG,1
20/04/2020,Female,70+ years,E38000150,NHS Somerset CCG,1
20/04/2020,Female,70+ years,E38000154,NHS South Eastern Hampshire CCG,2
20/04/2020,Female,70+ years,E38000163,NHS South Tyneside CCG,1
20/04/2020,Female,70+ years,E38000164,NHS South Warwickshire CCG,1
20/04/2020,Female,70+ years,E38000167,NHS Southampton CCG,2
20/04/2020,Female,70+ years,E38000168,NHS Southend CCG,9
20/04/2020,Female,70+ years,E38000170,NHS Southport and Formby CCG,5
20/04/2020,Female,70+ years,E38000172,NHS St Helens CCG,1
20/04/2020,Female,70+ years,E38000175,NHS Stoke on Trent CCG,3
20/04/2020,Female,70+ years,E38000176,NHS Sunderland CCG,1
20/04/2020,Female,70+ years,E38000183,NHS Telford and Wrekin CCG,1
20/04/2020,Female,70+ years,E38000185,NHS Thurrock CCG,2
20/04/2020,Female,70+ years,E38000186,NHS Tower Hamlets CCG,1
20/04/2020,Female,70+ years,E38000188,NHS Vale of York CCG,1
20/04/2020,Female,70+ years,E38000190,NHS Wakefield CCG,2
20/04/2020,Female,70+ years,E38000192,NHS Waltham Forest CCG,1
20/04/2020,Female,70+ years,E38000194,NHS Warrington CCG,1
20/04/2020,Female,70+ years,E38000198,NHS West Hampshire CCG,1
20/04/2020,Female,70+ years,E38000200,NHS West Lancashire CCG,1
20/04/2020,Female,70+ years,E38000201,NHS West Leicestershire CCG,1
20/04/2020,Female,70+ years,E38000202,NHS West London CCG,1
20/04/2020,Female,70+ years,E38000204,NHS West Suffolk CCG,2
20/04/2020,Female,70+ years,E38000205,NHS Wigan Borough CCG,4
20/04/2020,Female,70+ years,E38000208,NHS Wirral CCG,2
20/04/2020,Female,70+ years,E38000210,NHS Wolverhampton CCG,2
20/04/2020,Female,70+ years,E38000212,NHS Newcastle Gateshead CCG,2
20/04/2020,Female,70+ years,E38000217,NHS Manchester CCG,4
20/04/2020,Female,70+ years,E38000220,NHS Birmingham and Solihull CCG,4
20/04/2020,Female,70+ years,E38000221,NHS Berkshire West CCG,1
20/04/2020,Female,70+ years,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",1
20/04/2020,Female,70+ years,E38000223,NHS Buckinghamshire CCG,3
20/04/2020,Female,70+ years,E38000224,NHS East Berkshire CCG,9
20/04/2020,Female,70+ years,E38000225,NHS Leeds CCG,1
20/04/2020,Female,70+ years,E38000226,NHS Fylde and Wyre CCG,2
20/04/2020,Female,70+ years,E38000227,NHS Greater Preston CCG,2
20/04/2020,Female,70+ years,E38000228,NHS Morecambe Bay CCG,1
20/04/2020,Female,70+ years,E38000229,NHS Derby and Derbyshire CCG,7
20/04/2020,Female,70+ years,E38000230,NHS Devon CCG,8
20/04/2020,Female,70+ years,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",1
20/04/2020,Female,70+ years,E38000232,NHS Bradford District and Craven CCG,4
20/04/2020,Female,70+ years,E38000233,NHS Cheshire CCG,4
20/04/2020,Female,70+ years,E38000234,NHS County Durham CCG,2
20/04/2020,Female,70+ years,E38000235,NHS East Sussex CCG,2
20/04/2020,Female,70+ years,E38000236,NHS Herefordshire and Worcestershire CCG,2
20/04/2020,Female,70+ years,E38000237,NHS Kent and Medway CCG,11
20/04/2020,Female,70+ years,E38000238,NHS Lincolnshire CCG,4
20/04/2020,Female,70+ years,E38000239,NHS Norfolk and Waveney CCG,6
20/04/2020,Female,70+ years,E38000240,NHS North Central London CCG,3
20/04/2020,Female,70+ years,E38000241,NHS North Yorkshire CCG,4
20/04/2020,Female,70+ years,E38000242,NHS Northamptonshire CCG,2
20/04/2020,Female,70+ years,E38000243,NHS Nottingham and Nottinghamshire CCG,3
20/04/2020,Female,70+ years,E38000244,NHS South East London CCG,8
20/04/2020,Female,70+ years,E38000245,NHS South West London CCG,2
20/04/2020,Female,70+ years,E38000246,NHS Surrey Heartlands CCG,1
20/04/2020,Female,70+ years,E38000247,NHS Tees Valley CCG,6
20/04/2020,Female,70+ years,E38000248,NHS West Sussex CCG,6
20/04/2020,Male,19-69 years,E38000004,NHS Barking and Dagenham CCG,44
20/04/2020,Male,19-69 years,E38000006,NHS Barnsley CCG,37
20/04/2020,Male,19-69 years,E38000007,NHS Basildon and Brentwood CCG,44
20/04/2020,Male,19-69 years,E38000008,NHS Bassetlaw CCG,19
20/04/2020,Male,19-69 years,E38000010,NHS Bedfordshire CCG,144
20/04/2020,Male,19-69 years,E38000014,NHS Blackburn with Darwen CCG,19
20/04/2020,Male,19-69 years,E38000015,NHS Blackpool CCG,22
20/04/2020,Male,19-69 years,E38000016,NHS Bolton CCG,77
20/04/2020,Male,19-69 years,E38000020,NHS Brent CCG,60
20/04/2020,Male,19-69 years,E38000021,NHS Brighton and Hove CCG,32
20/04/2020,Male,19-69 years,E38000024,NHS Bury CCG,21
20/04/2020,Male,19-69 years,E38000025,NHS Calderdale CCG,17
20/04/2020,Male,19-69 years,E38000026,NHS Cambridgeshire and Peterborough CCG,126
20/04/2020,Male,19-69 years,E38000028,NHS Cannock Chase CCG,19
20/04/2020,Male,19-69 years,E38000030,NHS Castle Point and Rochford CCG,17
20/04/2020,Male,19-69 years,E38000031,NHS Central London (Westminster) CCG,22
20/04/2020,Male,19-69 years,E38000034,NHS Chorley and South Ribble CCG,32
20/04/2020,Male,19-69 years,E38000035,NHS City and Hackney CCG,33
20/04/2020,Male,19-69 years,E38000038,NHS Coventry and Rugby CCG,94
20/04/2020,Male,19-69 years,E38000044,NHS Doncaster CCG,88
20/04/2020,Male,19-69 years,E38000045,NHS Dorset CCG,84
20/04/2020,Male,19-69 years,E38000046,NHS Dudley CCG,48
20/04/2020,Male,19-69 years,E38000048,NHS Ealing CCG,71
20/04/2020,Male,19-69 years,E38000049,NHS East and North Hertfordshire CCG,73
20/04/2020,Male,19-69 years,E38000050,NHS East Lancashire CCG,64
20/04/2020,Male,19-69 years,E38000051,NHS East Leicestershire and Rutland CCG,47
20/04/2020,Male,19-69 years,E38000052,NHS East Riding of Yorkshire CCG,41
20/04/2020,Male,19-69 years,E38000053,NHS East Staffordshire CCG,22
20/04/2020,Male,19-69 years,E38000059,NHS Fareham and Gosport CCG,30
20/04/2020,Male,19-69 years,E38000062,NHS Gloucestershire CCG,84
20/04/2020,Male,19-69 years,E38000064,NHS Greater Huddersfield CCG,32
20/04/2020,Male,19-69 years,E38000068,NHS Halton CCG,38
20/04/2020,Male,19-69 years,E38000070,NHS Hammersmith and Fulham CCG,21
20/04/2020,Male,19-69 years,E38000074,NHS Harrow CCG,50
20/04/2020,Male,19-69 years,E38000077,NHS Havering CCG,37
20/04/2020,Male,19-69 years,E38000079,NHS Herts Valleys CCG,69
20/04/2020,Male,19-69 years,E38000080,"NHS Heywood, Middleton and Rochdale CCG",33
20/04/2020,Male,19-69 years,E38000082,NHS Hillingdon CCG,53
20/04/2020,Male,19-69 years,E38000084,NHS Hounslow CCG,47
20/04/2020,Male,19-69 years,E38000085,NHS Hull CCG,40
20/04/2020,Male,19-69 years,E38000086,NHS Ipswich and East Suffolk CCG,43
20/04/2020,Male,19-69 years,E38000087,NHS Isle of Wight CCG,12
20/04/2020,Male,19-69 years,E38000089,NHS Kernow CCG,40
20/04/2020,Male,19-69 years,E38000091,NHS Knowsley CCG,31
20/04/2020,Male,19-69 years,E38000097,NHS Leicester City CCG,100
20/04/2020,Male,19-69 years,E38000101,NHS Liverpool CCG,101
20/04/2020,Male,19-69 years,E38000102,NHS Luton CCG,51
20/04/2020,Male,19-69 years,E38000106,NHS Mid Essex CCG,36
20/04/2020,Male,19-69 years,E38000107,NHS Milton Keynes CCG,55
20/04/2020,Male,19-69 years,E38000113,NHS Newham CCG,61
20/04/2020,Male,19-69 years,E38000117,NHS North East Essex CCG,33
20/04/2020,Male,19-69 years,E38000118,NHS North East Hampshire and Farnham CCG,36
20/04/2020,Male,19-69 years,E38000119,NHS North East Lincolnshire CCG,20
20/04/2020,Male,19-69 years,E38000120,NHS North Hampshire CCG,47
20/04/2020,Male,19-69 years,E38000121,NHS North Kirklees CCG,32
20/04/2020,Male,19-69 years,E38000122,NHS North Lincolnshire CCG,27
20/04/2020,Male,19-69 years,E38000126,NHS North Staffordshire CCG,26
20/04/2020,Male,19-69 years,E38000127,NHS North Tyneside CCG,38
20/04/2020,Male,19-69 years,E38000130,NHS Northumberland CCG,39
20/04/2020,Male,19-69 years,E38000135,NHS Oldham CCG,28
20/04/2020,Male,19-69 years,E38000136,NHS Oxfordshire CCG,85
20/04/2020,Male,19-69 years,E38000137,NHS Portsmouth CCG,23
20/04/2020,Male,19-69 years,E38000138,NHS Redbridge CCG,57
20/04/2020,Male,19-69 years,E38000141,NHS Rotherham CCG,48
20/04/2020,Male,19-69 years,E38000143,NHS Salford CCG,46
20/04/2020,Male,19-69 years,E38000144,NHS Sandwell and West Birmingham CCG,96
20/04/2020,Male,19-69 years,E38000146,NHS Sheffield CCG,87
20/04/2020,Male,19-69 years,E38000147,NHS Shropshire CCG,32
20/04/2020,Male,19-69 years,E38000150,NHS Somerset CCG,73
20/04/2020,Male,19-69 years,E38000153,NHS South East Staffordshire and Seisdon Peninsula CCG,30
20/04/2020,Male,19-69 years,E38000154,NHS South Eastern Hampshire CCG,23
20/04/2020,Male,19-69 years,E38000161,NHS South Sefton CCG,32
20/04/2020,Male,19-69 years,E38000163,NHS South Tyneside CCG,22
20/04/2020,Male,19-69 years,E38000164,NHS South Warwickshire CCG,28
20/04/2020,Male,19-69 years,E38000167,NHS Southampton CCG,56
20/04/2020,Male,19-69 years,E38000168,NHS Southend CCG,39
20/04/2020,Male,19-69 years,E38000170,NHS Southport and Formby CCG,18
20/04/2020,Male,19-69 years,E38000172,NHS St Helens CCG,39
20/04/2020,Male,19-69 years,E38000173,NHS Stafford and Surrounds CCG,28
20/04/2020,Male,19-69 years,E38000174,NHS Stockport CCG,52
20/04/2020,Male,19-69 years,E38000175,NHS Stoke on Trent CCG,52
20/04/2020,Male,19-69 years,E38000176,NHS Sunderland CCG,57
20/04/2020,Male,19-69 years,E38000178,NHS Surrey Heath CCG,20
20/04/2020,Male,19-69 years,E38000182,NHS Tameside and Glossop CCG,51
20/04/2020,Male,19-69 years,E38000183,NHS Telford and Wrekin CCG,26
20/04/2020,Male,19-69 years,E38000185,NHS Thurrock CCG,46
20/04/2020,Male,19-69 years,E38000186,NHS Tower Hamlets CCG,62
20/04/2020,Male,19-69 years,E38000187,NHS Trafford CCG,28
20/04/2020,Male,19-69 years,E38000188,NHS Vale of York CCG,47
20/04/2020,Male,19-69 years,E38000190,NHS Wakefield CCG,81
20/04/2020,Male,19-69 years,E38000191,NHS Walsall CCG,40
20/04/2020,Male,19-69 years,E38000192,NHS Waltham Forest CCG,49
20/04/2020,Male,19-69 years,E38000194,NHS Warrington CCG,36
20/04/2020,Male,19-69 years,E38000195,NHS Warwickshire North CCG,42
20/04/2020,Male,19-69 years,E38000197,NHS West Essex CCG,37
20/04/2020,Male,19-69 years,E38000198,NHS West Hampshire CCG,83
20/04/2020,Male,19-69 years,E38000200,NHS West Lancashire CCG,20
20/04/2020,Male,19-69 years,E38000201,NHS West Leicestershire CCG,83
20/04/2020,Male,19-69 years,E38000202,NHS West London CCG,25
20/04/2020,Male,19-69 years,E38000204,NHS West Suffolk CCG,27
20/04/2020,Male,19-69 years,E38000205,NHS Wigan Borough CCG,66
20/04/2020,Male,19-69 years,E38000208,NHS Wirral CCG,49
20/04/2020,Male,19-69 years,E38000210,NHS Wolverhampton CCG,41
20/04/2020,Male,19-69 years,E38000212,NHS Newcastle Gateshead CCG,77
20/04/2020,Male,19-69 years,E38000215,NHS North Cumbria CCG,30
20/04/2020,Male,19-69 years,E38000217,NHS Manchester CCG,128
20/04/2020,Male,19-69 years,E38000220,NHS Birmingham and Solihull CCG,164
20/04/2020,Male,19-69 years,E38000221,NHS Berkshire West CCG,74
20/04/2020,Male,19-69 years,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",142
20/04/2020,Male,19-69 years,E38000223,NHS Buckinghamshire CCG,55
20/04/2020,Male,19-69 years,E38000224,NHS East Berkshire CCG,82
20/04/2020,Male,19-69 years,E38000225,NHS Leeds CCG,107
20/04/2020,Male,19-69 years,E38000226,NHS Fylde and Wyre CCG,29
20/04/2020,Male,19-69 years,E38000227,NHS Greater Preston CCG,52
20/04/2020,Male,19-69 years,E38000228,NHS Morecambe Bay CCG,36
20/04/2020,Male,19-69 years,E38000229,NHS Derby and Derbyshire CCG,146
20/04/2020,Male,19-69 years,E38000230,NHS Devon CCG,126
20/04/2020,Male,19-69 years,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",116
20/04/2020,Male,19-69 years,E38000232,NHS Bradford District and Craven CCG,100
20/04/2020,Male,19-69 years,E38000233,NHS Cheshire CCG,90
20/04/2020,Male,19-69 years,E38000234,NHS County Durham CCG,86
20/04/2020,Male,19-69 years,E38000235,NHS East Sussex CCG,48
20/04/2020,Male,19-69 years,E38000236,NHS Herefordshire and Worcestershire CCG,83
20/04/2020,Male,19-69 years,E38000237,NHS Kent and Medway CCG,266
20/04/2020,Male,19-69 years,E38000238,NHS Lincolnshire CCG,79
20/04/2020,Male,19-69 years,E38000239,NHS Norfolk and Waveney CCG,138
20/04/2020,Male,19-69 years,E38000240,NHS North Central London CCG,202
20/04/2020,Male,19-69 years,E38000241,NHS North Yorkshire CCG,57
20/04/2020,Male,19-69 years,E38000242,NHS Northamptonshire CCG,142
20/04/2020,Male,19-69 years,E38000243,NHS Nottingham and Nottinghamshire CCG,139
20/04/2020,Male,19-69 years,E38000244,NHS South East London CCG,274
20/04/2020,Male,19-69 years,E38000245,NHS South West London CCG,130
20/04/2020,Male,19-69 years,E38000246,NHS Surrey Heartlands CCG,128
20/04/2020,Male,19-69 years,E38000247,NHS Tees Valley CCG,126
20/04/2020,Male,19-69 years,E38000248,NHS West Sussex CCG,88
20/04/2020,Male,70+ years,E38000006,NHS Barnsley CCG,1
20/04/2020,Male,70+ years,E38000007,NHS Basildon and Brentwood CCG,1
20/04/2020,Male,70+ years,E38000010,NHS Bedfordshire CCG,1
20/04/2020,Male,70+ years,E38000014,NHS Blackburn with Darwen CCG,1
20/04/2020,Male,70+ years,E38000015,NHS Blackpool CCG,1
