SiteType,Call Date,Sex,AgeBand,CCGCode,CCGName,TriageCount
111,06/04/2020,Female,0-18 years,E38000164,NHS South Warwickshire CCG,2
111,06/04/2020,Female,0-18 years,E38000138,NHS Redbridge CCG,5
111,06/04/2020,Female,0-18 years,E38000146,NHS Sheffield CCG,1
111,06/04/2020,Female,0-18 years,E38000167,NHS Southampton CCG,4
111,06/04/2020,Female,0-18 years,E38000168,NHS Southend CCG,2
111,06/04/2020,Female,0-18 years,E38000154,NHS South Eastern Hampshire CCG,7
111,06/04/2020,Female,0-18 years,E38000141,NHS Rotherham CCG,6
111,06/04/2020,Female,0-18 years,E38000144,NHS Sandwell and West Birmingham CCG,4
111,06/04/2020,Female,0-18 years,E38000153,NHS South East Staffordshire and Seisdon Peninsula CCG,3
111,06/04/2020,Female,0-18 years,E38000150,NHS Somerset CCG,7
111,06/04/2020,Female,0-18 years,E38000172,NHS St Helens CCG,2
111,06/04/2020,Female,0-18 years,E38000173,NHS Stafford and Surrounds CCG,3
111,06/04/2020,Female,0-18 years,E38000174,NHS Stockport CCG,4
111,06/04/2020,Female,0-18 years,E38000178,NHS Surrey Heath CCG,1
111,06/04/2020,Female,0-18 years,E38000175,NHS Stoke on Trent CCG,3
111,06/04/2020,Female,0-18 years,E38000194,NHS Warrington CCG,9
111,06/04/2020,Female,0-18 years,E38000176,NHS Sunderland CCG,4
111,06/04/2020,Female,0-18 years,E38000187,NHS Trafford CCG,5
111,06/04/2020,Female,0-18 years,E38000170,NHS Southport and Formby CCG,2
111,06/04/2020,Female,0-18 years,E38000183,NHS Telford and Wrekin CCG,3
111,06/04/2020,Female,0-18 years,E38000191,NHS Walsall CCG,1
111,06/04/2020,Female,0-18 years,E38000182,NHS Tameside and Glossop CCG,3
111,06/04/2020,Female,0-18 years,E38000190,NHS Wakefield CCG,7
111,06/04/2020,Female,0-18 years,E38000192,NHS Waltham Forest CCG,5
111,06/04/2020,Female,0-18 years,E38000198,NHS West Hampshire CCG,4
111,06/04/2020,Female,0-18 years,E38000185,NHS Thurrock CCG,4
111,06/04/2020,Female,0-18 years,E38000186,NHS Tower Hamlets CCG,2
111,06/04/2020,Female,0-18 years,E38000188,NHS Vale of York CCG,6
111,06/04/2020,Female,0-18 years,E38000197,NHS West Essex CCG,3
111,06/04/2020,Female,0-18 years,E38000217,NHS Manchester CCG,21
111,06/04/2020,Female,0-18 years,E38000204,NHS West Suffolk CCG,5
111,06/04/2020,Female,0-18 years,E38000205,NHS Wigan Borough CCG,9
111,06/04/2020,Female,0-18 years,E38000212,NHS Newcastle Gateshead CCG,3
111,06/04/2020,Female,0-18 years,E38000208,NHS Wirral CCG,1
111,06/04/2020,Female,0-18 years,E38000210,NHS Wolverhampton CCG,3
111,06/04/2020,Female,0-18 years,E38000223,NHS Buckinghamshire CCG,3
111,06/04/2020,Female,0-18 years,E38000224,NHS East Berkshire CCG,9
111,06/04/2020,Female,0-18 years,E38000232,NHS Bradford District and Craven CCG,10
111,06/04/2020,Female,0-18 years,E38000237,NHS Kent and Medway CCG,24
111,06/04/2020,Female,0-18 years,E38000201,NHS West Leicestershire CCG,6
111,06/04/2020,Female,0-18 years,E38000221,NHS Berkshire West CCG,9
111,06/04/2020,Female,0-18 years,E38000227,NHS Greater Preston CCG,5
111,06/04/2020,Female,0-18 years,E38000230,NHS Devon CCG,11
111,06/04/2020,Female,0-18 years,E38000215,NHS North Cumbria CCG,4
111,06/04/2020,Female,0-18 years,E38000220,NHS Birmingham and Solihull CCG,15
111,06/04/2020,Female,0-18 years,E38000226,NHS Fylde and Wyre CCG,3
111,06/04/2020,Female,0-18 years,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",13
111,06/04/2020,Female,0-18 years,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",11
111,06/04/2020,Female,0-18 years,E38000234,NHS County Durham CCG,4
111,06/04/2020,Female,0-18 years,E38000240,NHS North Central London CCG,6
111,06/04/2020,Female,0-18 years,E38000228,NHS Morecambe Bay CCG,3
111,06/04/2020,Female,0-18 years,E38000233,NHS Cheshire CCG,11
111,06/04/2020,Female,0-18 years,E38000235,NHS East Sussex CCG,6
111,06/04/2020,Female,0-18 years,E38000236,NHS Herefordshire and Worcestershire CCG,14
111,06/04/2020,Female,0-18 years,E38000239,NHS Norfolk and Waveney CCG,10
111,06/04/2020,Female,0-18 years,E38000241,NHS North Yorkshire CCG,3
111,06/04/2020,Female,0-18 years,E38000245,NHS South West London CCG,12
111,06/04/2020,Female,0-18 years,E38000229,NHS Derby and Derbyshire CCG,15
111,06/04/2020,Female,0-18 years,E38000238,NHS Lincolnshire CCG,11
111,06/04/2020,Female,0-18 years,E38000242,NHS Northamptonshire CCG,15
111,06/04/2020,Female,0-18 years,E38000247,NHS Tees Valley CCG,11
111,06/04/2020,Female,0-18 years,E38000243,NHS Nottingham and Nottinghamshire CCG,16
111,06/04/2020,Female,0-18 years,E38000248,NHS West Sussex CCG,16
111,06/04/2020,Female,19-69 years,E38000020,NHS Brent CCG,47
111,06/04/2020,Female,0-18 years,E38000225,NHS Leeds CCG,12
111,06/04/2020,Female,0-18 years,E38000244,NHS South East London CCG,28
111,06/04/2020,Female,0-18 years,E38000246,NHS Surrey Heartlands CCG,15
111,06/04/2020,Female,19-69 years,E38000006,NHS Barnsley CCG,30
111,06/04/2020,Female,19-69 years,E38000007,NHS Basildon and Brentwood CCG,26
111,06/04/2020,Female,19-69 years,E38000016,NHS Bolton CCG,21
111,06/04/2020,Female,19-69 years,NULL,NULL,5
111,06/04/2020,Female,19-69 years,E38000010,NHS Bedfordshire CCG,45
111,06/04/2020,Female,19-69 years,E38000021,NHS Brighton and Hove CCG,21
111,06/04/2020,Female,19-69 years,E38000024,NHS Bury CCG,14
111,06/04/2020,Female,19-69 years,E38000028,NHS Cannock Chase CCG,20
111,06/04/2020,Female,19-69 years,E38000004,NHS Barking and Dagenham CCG,22
111,06/04/2020,Female,19-69 years,E38000008,NHS Bassetlaw CCG,9
111,06/04/2020,Female,19-69 years,E38000015,NHS Blackpool CCG,13
111,06/04/2020,Female,19-69 years,E38000014,NHS Blackburn with Darwen CCG,13
111,06/04/2020,Female,19-69 years,E38000045,NHS Dorset CCG,37
111,06/04/2020,Female,19-69 years,E38000025,NHS Calderdale CCG,16
111,06/04/2020,Female,19-69 years,E38000038,NHS Coventry and Rugby CCG,40
111,06/04/2020,Female,19-69 years,E38000048,NHS Ealing CCG,36
111,06/04/2020,Female,19-69 years,E38000051,NHS East Leicestershire and Rutland CCG,36
111,06/04/2020,Female,19-69 years,E38000052,NHS East Riding of Yorkshire CCG,19
111,06/04/2020,Female,19-69 years,E38000030,NHS Castle Point and Rochford CCG,16
111,06/04/2020,Female,19-69 years,E38000031,NHS Central London (Westminster) CCG,11
111,06/04/2020,Female,19-69 years,E38000050,NHS East Lancashire CCG,26
111,06/04/2020,Female,19-69 years,E38000035,NHS City and Hackney CCG,23
111,06/04/2020,Female,19-69 years,E38000046,NHS Dudley CCG,30
111,06/04/2020,Female,19-69 years,E38000026,NHS Cambridgeshire and Peterborough CCG,70
111,06/04/2020,Female,19-69 years,E38000034,NHS Chorley and South Ribble CCG,7
111,06/04/2020,Female,19-69 years,E38000044,NHS Doncaster CCG,44
111,06/04/2020,Female,19-69 years,E38000049,NHS East and North Hertfordshire CCG,55
111,06/04/2020,Female,19-69 years,E38000053,NHS East Staffordshire CCG,25
111,06/04/2020,Female,19-69 years,E38000077,NHS Havering CCG,26
111,06/04/2020,Female,19-69 years,E38000059,NHS Fareham and Gosport CCG,17
111,06/04/2020,Female,19-69 years,E38000068,NHS Halton CCG,8
111,06/04/2020,Female,19-69 years,E38000062,NHS Gloucestershire CCG,54
111,06/04/2020,Female,19-69 years,E38000064,NHS Greater Huddersfield CCG,23
111,06/04/2020,Female,19-69 years,E38000070,NHS Hammersmith and Fulham CCG,15
111,06/04/2020,Female,19-69 years,E38000074,NHS Harrow CCG,28
111,06/04/2020,Female,19-69 years,E38000080,"NHS Heywood, Middleton and Rochdale CCG",16
111,06/04/2020,Female,19-69 years,E38000087,NHS Isle of Wight CCG,16
111,06/04/2020,Female,19-69 years,E38000079,NHS Herts Valleys CCG,67
111,06/04/2020,Female,19-69 years,E38000084,NHS Hounslow CCG,43
111,06/04/2020,Female,19-69 years,E38000085,NHS Hull CCG,35
111,06/04/2020,Female,19-69 years,E38000089,NHS Kernow CCG,20
111,06/04/2020,Female,19-69 years,E38000082,NHS Hillingdon CCG,25
111,06/04/2020,Female,19-69 years,E38000101,NHS Liverpool CCG,48
111,06/04/2020,Female,19-69 years,E38000102,NHS Luton CCG,42
111,06/04/2020,Female,19-69 years,E38000122,NHS North Lincolnshire CCG,8
111,06/04/2020,Female,19-69 years,E38000091,NHS Knowsley CCG,12
111,06/04/2020,Female,19-69 years,E38000097,NHS Leicester City CCG,52
111,06/04/2020,Female,19-69 years,E38000106,NHS Mid Essex CCG,24
111,06/04/2020,Female,19-69 years,E38000119,NHS North East Lincolnshire CCG,11
111,06/04/2020,Female,19-69 years,E38000121,NHS North Kirklees CCG,13
111,06/04/2020,Female,19-69 years,E38000118,NHS North East Hampshire and Farnham CCG,31
111,06/04/2020,Female,19-69 years,E38000107,NHS Milton Keynes CCG,27
111,06/04/2020,Female,19-69 years,E38000120,NHS North Hampshire CCG,31
111,06/04/2020,Female,19-69 years,E38000126,NHS North Staffordshire CCG,8
111,06/04/2020,Female,19-69 years,E38000130,NHS Northumberland CCG,22
111,06/04/2020,Female,19-69 years,E38000137,NHS Portsmouth CCG,24
111,06/04/2020,Female,19-69 years,E38000127,NHS North Tyneside CCG,22
111,06/04/2020,Female,19-69 years,E38000141,NHS Rotherham CCG,28
111,06/04/2020,Female,19-69 years,E38000150,NHS Somerset CCG,37
111,06/04/2020,Female,19-69 years,E38000086,NHS Ipswich and East Suffolk CCG,44
111,06/04/2020,Female,19-69 years,E38000113,NHS Newham CCG,45
111,06/04/2020,Female,19-69 years,E38000117,NHS North East Essex CCG,48
111,06/04/2020,Female,19-69 years,E38000153,NHS South East Staffordshire and Seisdon Peninsula CCG,17
111,06/04/2020,Female,19-69 years,E38000161,NHS South Sefton CCG,15
111,06/04/2020,Female,19-69 years,E38000144,NHS Sandwell and West Birmingham CCG,67
111,06/04/2020,Female,19-69 years,E38000147,NHS Shropshire CCG,16
111,06/04/2020,Female,19-69 years,E38000154,NHS South Eastern Hampshire CCG,13
111,06/04/2020,Female,19-69 years,E38000163,NHS South Tyneside CCG,19
111,06/04/2020,Female,19-69 years,E38000173,NHS Stafford and Surrounds CCG,3
111,06/04/2020,Female,19-69 years,E38000174,NHS Stockport CCG,22
111,06/04/2020,Female,19-69 years,E38000146,NHS Sheffield CCG,63
111,06/04/2020,Female,19-69 years,E38000167,NHS Southampton CCG,37
111,06/04/2020,Female,19-69 years,E38000175,NHS Stoke on Trent CCG,14
111,06/04/2020,Female,19-69 years,E38000187,NHS Trafford CCG,22
111,06/04/2020,Female,19-69 years,E38000172,NHS St Helens CCG,9
111,06/04/2020,Female,19-69 years,E38000182,NHS Tameside and Glossop CCG,23
111,06/04/2020,Female,19-69 years,E38000186,NHS Tower Hamlets CCG,23
111,06/04/2020,Female,19-69 years,E38000191,NHS Walsall CCG,20
111,06/04/2020,Female,19-69 years,E38000185,NHS Thurrock CCG,16
111,06/04/2020,Female,19-69 years,E38000192,NHS Waltham Forest CCG,30
111,06/04/2020,Female,19-69 years,E38000176,NHS Sunderland CCG,23
111,06/04/2020,Female,19-69 years,E38000178,NHS Surrey Heath CCG,14
111,06/04/2020,Female,19-69 years,E38000188,NHS Vale of York CCG,22
111,06/04/2020,Female,19-69 years,E38000135,NHS Oldham CCG,20
111,06/04/2020,Female,19-69 years,E38000136,NHS Oxfordshire CCG,50
111,06/04/2020,Female,19-69 years,E38000138,NHS Redbridge CCG,32
111,06/04/2020,Female,19-69 years,E38000143,NHS Salford CCG,23
111,06/04/2020,Female,19-69 years,E38000194,NHS Warrington CCG,28
111,06/04/2020,Female,19-69 years,E38000197,NHS West Essex CCG,46
111,06/04/2020,Female,19-69 years,E38000201,NHS West Leicestershire CCG,25
111,06/04/2020,Female,19-69 years,E38000190,NHS Wakefield CCG,32
111,06/04/2020,Female,19-69 years,E38000198,NHS West Hampshire CCG,40
111,06/04/2020,Female,19-69 years,E38000205,NHS Wigan Borough CCG,22
111,06/04/2020,Female,19-69 years,E38000208,NHS Wirral CCG,18
111,06/04/2020,Female,19-69 years,E38000164,NHS South Warwickshire CCG,18
111,06/04/2020,Female,19-69 years,E38000168,NHS Southend CCG,16
111,06/04/2020,Female,19-69 years,E38000170,NHS Southport and Formby CCG,11
111,06/04/2020,Female,19-69 years,E38000183,NHS Telford and Wrekin CCG,23
111,06/04/2020,Female,19-69 years,E38000200,NHS West Lancashire CCG,15
111,06/04/2020,Female,19-69 years,E38000212,NHS Newcastle Gateshead CCG,43
111,06/04/2020,Female,19-69 years,E38000217,NHS Manchester CCG,44
111,06/04/2020,Female,19-69 years,E38000204,NHS West Suffolk CCG,13
111,06/04/2020,Female,19-69 years,E38000227,NHS Greater Preston CCG,13
111,06/04/2020,Female,19-69 years,E38000220,NHS Birmingham and Solihull CCG,131
111,06/04/2020,Female,19-69 years,E38000225,NHS Leeds CCG,70
111,06/04/2020,Female,19-69 years,E38000202,NHS West London CCG,14
111,06/04/2020,Female,19-69 years,E38000195,NHS Warwickshire North CCG,19
111,06/04/2020,Female,19-69 years,E38000215,NHS North Cumbria CCG,19
111,06/04/2020,Female,19-69 years,E38000221,NHS Berkshire West CCG,58
111,06/04/2020,Female,19-69 years,E38000226,NHS Fylde and Wyre CCG,8
111,06/04/2020,Female,19-69 years,E38000230,NHS Devon CCG,81
111,06/04/2020,Female,19-69 years,E38000242,NHS Northamptonshire CCG,67
111,06/04/2020,Female,19-69 years,E38000223,NHS Buckinghamshire CCG,66
111,06/04/2020,Female,19-69 years,E38000247,NHS Tees Valley CCG,66
111,06/04/2020,Female,19-69 years,E38000232,NHS Bradford District and Craven CCG,55
111,06/04/2020,Female,19-69 years,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",54
111,06/04/2020,Female,19-69 years,E38000243,NHS Nottingham and Nottinghamshire CCG,81
111,06/04/2020,Female,19-69 years,E38000228,NHS Morecambe Bay CCG,25
111,06/04/2020,Female,19-69 years,E38000233,NHS Cheshire CCG,46
111,06/04/2020,Female,19-69 years,E38000234,NHS County Durham CCG,47
111,06/04/2020,Female,19-69 years,E38000235,NHS East Sussex CCG,33
111,06/04/2020,Female,19-69 years,E38000237,NHS Kent and Medway CCG,148
111,06/04/2020,Female,19-69 years,E38000240,NHS North Central London CCG,106
111,06/04/2020,Female,19-69 years,W11000023,NULL,3
111,06/04/2020,Female,19-69 years,E38000248,NHS West Sussex CCG,63
111,06/04/2020,Female,70-120 years,E38000006,NHS Barnsley CCG,6
111,06/04/2020,Female,70-120 years,E38000008,NHS Bassetlaw CCG,3
111,06/04/2020,Female,70-120 years,E38000026,NHS Cambridgeshire and Peterborough CCG,6
111,06/04/2020,Female,70-120 years,E38000010,NHS Bedfordshire CCG,6
111,06/04/2020,Female,70-120 years,E38000030,NHS Castle Point and Rochford CCG,2
111,06/04/2020,Female,70-120 years,E38000035,NHS City and Hackney CCG,1
111,06/04/2020,Female,70-120 years,E38000014,NHS Blackburn with Darwen CCG,1
111,06/04/2020,Female,70-120 years,E38000021,NHS Brighton and Hove CCG,2
111,06/04/2020,Female,70-120 years,E38000024,NHS Bury CCG,3
111,06/04/2020,Female,19-69 years,E38000236,NHS Herefordshire and Worcestershire CCG,57
111,06/04/2020,Female,19-69 years,E38000239,NHS Norfolk and Waveney CCG,67
111,06/04/2020,Female,70-120 years,E38000004,NHS Barking and Dagenham CCG,1
111,06/04/2020,Female,70-120 years,E38000015,NHS Blackpool CCG,5
111,06/04/2020,Female,70-120 years,E38000049,NHS East and North Hertfordshire CCG,6
111,06/04/2020,Female,70-120 years,E38000068,NHS Halton CCG,2
111,06/04/2020,Female,70-120 years,E38000020,NHS Brent CCG,2
111,06/04/2020,Female,70-120 years,E38000025,NHS Calderdale CCG,4
111,06/04/2020,Female,70-120 years,E38000038,NHS Coventry and Rugby CCG,6
111,06/04/2020,Female,70-120 years,E38000046,NHS Dudley CCG,2
111,06/04/2020,Female,70-120 years,E38000062,NHS Gloucestershire CCG,14
111,06/04/2020,Female,70-120 years,E38000064,NHS Greater Huddersfield CCG,1
111,06/04/2020,Female,70-120 years,E38000048,NHS Ealing CCG,3
111,06/04/2020,Female,70-120 years,E38000079,NHS Herts Valleys CCG,8
111,06/04/2020,Female,70-120 years,E38000074,NHS Harrow CCG,2
111,06/04/2020,Female,70-120 years,E38000085,NHS Hull CCG,4
111,06/04/2020,Female,70-120 years,E38000089,NHS Kernow CCG,2
111,06/04/2020,Female,70-120 years,E38000097,NHS Leicester City CCG,1
111,06/04/2020,Female,70-120 years,E38000101,NHS Liverpool CCG,3
111,06/04/2020,Female,70-120 years,E38000086,NHS Ipswich and East Suffolk CCG,2
111,06/04/2020,Female,70-120 years,E38000091,NHS Knowsley CCG,2
111,06/04/2020,Female,19-69 years,E38000238,NHS Lincolnshire CCG,40
111,06/04/2020,Female,19-69 years,E38000245,NHS South West London CCG,111
111,06/04/2020,Female,19-69 years,E38000246,NHS Surrey Heartlands CCG,98
111,06/04/2020,Female,70-120 years,E38000045,NHS Dorset CCG,6
111,06/04/2020,Female,70-120 years,E38000084,NHS Hounslow CCG,2
111,06/04/2020,Female,70-120 years,E38000007,NHS Basildon and Brentwood CCG,1
111,06/04/2020,Female,70-120 years,E38000016,NHS Bolton CCG,3
111,06/04/2020,Female,70-120 years,E38000034,NHS Chorley and South Ribble CCG,3
111,06/04/2020,Female,70-120 years,E38000077,NHS Havering CCG,1
111,06/04/2020,Female,70-120 years,E38000087,NHS Isle of Wight CCG,5
111,06/04/2020,Female,70-120 years,E38000118,NHS North East Hampshire and Farnham CCG,2
111,06/04/2020,Female,70-120 years,E38000121,NHS North Kirklees CCG,2
111,06/04/2020,Female,70-120 years,E38000106,NHS Mid Essex CCG,1
111,06/04/2020,Female,70-120 years,E38000107,NHS Milton Keynes CCG,2
111,06/04/2020,Female,70-120 years,E38000113,NHS Newham CCG,1
111,06/04/2020,Female,70-120 years,E38000119,NHS North East Lincolnshire CCG,1
111,06/04/2020,Female,70-120 years,E38000044,NHS Doncaster CCG,3
111,06/04/2020,Female,70-120 years,E38000053,NHS East Staffordshire CCG,1
111,06/04/2020,Female,70-120 years,E38000059,NHS Fareham and Gosport CCG,4
111,06/04/2020,Female,70-120 years,E38000135,NHS Oldham CCG,2
111,06/04/2020,Female,70-120 years,E38000138,NHS Redbridge CCG,5
111,06/04/2020,Female,70-120 years,E38000082,NHS Hillingdon CCG,2
111,06/04/2020,Female,70-120 years,E38000137,NHS Portsmouth CCG,2
111,06/04/2020,Female,70-120 years,E38000146,NHS Sheffield CCG,6
111,06/04/2020,Female,70-120 years,E38000122,NHS North Lincolnshire CCG,1
111,06/04/2020,Female,70-120 years,E38000130,NHS Northumberland CCG,7
111,06/04/2020,Female,70-120 years,E38000120,NHS North Hampshire CCG,2
111,06/04/2020,Female,70-120 years,E38000126,NHS North Staffordshire CCG,2
111,06/04/2020,Female,70-120 years,E38000127,NHS North Tyneside CCG,3
111,06/04/2020,Female,70-120 years,E38000141,NHS Rotherham CCG,3
111,06/04/2020,Female,70-120 years,E38000143,NHS Salford CCG,3
111,06/04/2020,Female,70-120 years,E38000117,NHS North East Essex CCG,9
111,06/04/2020,Female,70-120 years,E38000136,NHS Oxfordshire CCG,6
111,06/04/2020,Female,70-120 years,E38000176,NHS Sunderland CCG,8
111,06/04/2020,Female,70-120 years,E38000153,NHS South East Staffordshire and Seisdon Peninsula CCG,1
111,06/04/2020,Female,70-120 years,E38000147,NHS Shropshire CCG,3
111,06/04/2020,Female,70-120 years,E38000154,NHS South Eastern Hampshire CCG,3
111,06/04/2020,Female,70-120 years,E38000173,NHS Stafford and Surrounds CCG,2
111,06/04/2020,Female,70-120 years,E38000163,NHS South Tyneside CCG,4
111,06/04/2020,Female,70-120 years,E38000168,NHS Southend CCG,9
111,06/04/2020,Female,70-120 years,E38000170,NHS Southport and Formby CCG,1
111,06/04/2020,Female,70-120 years,E38000144,NHS Sandwell and West Birmingham CCG,2
111,06/04/2020,Female,70-120 years,E38000150,NHS Somerset CCG,5
111,06/04/2020,Female,70-120 years,E38000161,NHS South Sefton CCG,2
111,06/04/2020,Female,70-120 years,E38000174,NHS Stockport CCG,3
111,06/04/2020,Female,70-120 years,E38000178,NHS Surrey Heath CCG,1
111,06/04/2020,Female,70-120 years,E38000188,NHS Vale of York CCG,4
111,06/04/2020,Female,70-120 years,E38000197,NHS West Essex CCG,6
111,06/04/2020,Female,70-120 years,E38000183,NHS Telford and Wrekin CCG,1
111,06/04/2020,Female,70-120 years,E38000200,NHS West Lancashire CCG,2
111,06/04/2020,Female,70-120 years,E38000191,NHS Walsall CCG,3
111,06/04/2020,Female,70-120 years,E38000187,NHS Trafford CCG,4
111,06/04/2020,Female,70-120 years,E38000205,NHS Wigan Borough CCG,4
111,06/04/2020,Female,70-120 years,E38000212,NHS Newcastle Gateshead CCG,7
111,06/04/2020,Female,70-120 years,E38000185,NHS Thurrock CCG,2
111,06/04/2020,Female,70-120 years,E38000192,NHS Waltham Forest CCG,4
111,06/04/2020,Female,70-120 years,E38000202,NHS West London CCG,1
111,06/04/2020,Female,70-120 years,E38000182,NHS Tameside and Glossop CCG,6
111,06/04/2020,Female,70-120 years,E38000198,NHS West Hampshire CCG,3
111,06/04/2020,Female,70-120 years,E38000221,NHS Berkshire West CCG,4
111,06/04/2020,Female,70-120 years,E38000226,NHS Fylde and Wyre CCG,1
111,06/04/2020,Female,70-120 years,E38000215,NHS North Cumbria CCG,2
111,06/04/2020,Female,70-120 years,E38000220,NHS Birmingham and Solihull CCG,8
111,06/04/2020,Female,70-120 years,E38000208,NHS Wirral CCG,1
111,06/04/2020,Female,70-120 years,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",12
111,06/04/2020,Female,70-120 years,E38000204,NHS West Suffolk CCG,7
111,06/04/2020,Female,19-69 years,E38000210,NHS Wolverhampton CCG,28
111,06/04/2020,Female,19-69 years,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",78
111,06/04/2020,Female,19-69 years,E38000224,NHS East Berkshire CCG,38
111,06/04/2020,Female,19-69 years,E38000229,NHS Derby and Derbyshire CCG,125
111,06/04/2020,Female,70-120 years,E38000210,NHS Wolverhampton CCG,4
111,06/04/2020,Female,70-120 years,E38000223,NHS Buckinghamshire CCG,11
